Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
01_2023;ANJO   MIGUEL   I -  LARISSA   III;1;DLRUCA;DLRUCA;BRASIL;2;7,53;16:15;01/jan/23;BOTE;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-22,93333333;-43,88027778;0;0;1;383064594;FIBRA;
01_2023;MACHADINHO    -  FRATERNUS    ZEUS;2;CPSALV;CPSALV;BRASIL;10;8,15;09:50;01/JAN/2023;SAVEIRO;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-12,91666667;-38,51888889;0;0;0;2818927102;FIBRA;
02_2023;NOVO   HORIZONTE    II;1;DLANGR;DLANGR;BRASIL;16,2;11,5;6:00;05/JAN/2023;TRAINEIRA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-23,01666667;-44,30138889;0;0;0;3820081313;MADEIRA;NÃO POSSUI
03_2023;LAR  R;2;CPSALV;CPSALV;BRASIL;3;7,92;14:00;01/JAN/2023;SAVEIRO;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-12,75000000;-38,60416667;0;0;0;2818894981;FIBRA;
01-A/2023;SÓ  AMOR;8;CPSANT;CPSANT;BRASIL;3,4;9,07;13:30;02/JAN/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-23,96666667;-46,32472222;0;0;0;4010763302;FIBRA;
02_2023;VITORIOZA;8;DLTIAO;DLTIAO;BRASIL;3,5;7,75;18:30;03/JAN/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-23,51666667;-45,11666667;0;1;0;3820122087;FIBRA;
1F/2023;FRIENDS   I;1;DLFURN;DLFURN;BRASIL;3,2;7,35;19:30;01/JAN/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,58333333;-45,61916667;1;0;0;5210212254;FIBRA;
01_2023;PETROBRAS    47;1;CPMCAE;CPMCAE;PANAMÁ;131,242;330,9;13:45;04/JAN/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,60000000;-40,98972222;0;2;0;387E000992;AÇO;
01_2023;APARECIDA    I;5;DCPJAI;DCPJAI;BRASIL;12,9;11,7;18:38;07/JAN/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-2,90000000;-48,65750000;0;0;0;4010807873;FIBRA;
01_2023;SEM   NOME;6;CFCUIA;AGFSIN;BRASIL;A SER APURADO;A SER APURADO;5:30;02/JAN/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-14,03333333;-54,92333333;1;0;0;A SER APURADO;A SER APURADO;
02_2023;ALPINA   BRIGGS   LXIX;1;CPMCAE;AGSJBA;BRASIL;2,2;5,8;1:00;07/JAN/2023;BOTE;INTERIOR;PASSAGEIROS E CARGA;MOTOR;NAUFRÁGIO;-21,85000000;-41,01777778;0;0;0;3410238077;ALUMÍNIO;
01_2023;SEM   NOME;7;CFATOC;CFATOC;BRASIL;0;5,5;23:00;08/JAN/2023;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-10,26666667;-48,39694444;0;0;0;A SER APURADO;ALUMÍNIO;
04_2023;COMTE   CRIST ÓVÃ O;1;CPRIOJ;CPRIOJ;BRASIL;4,556;95;23:30;07/JAN/2023;FLUTUANTE;INTERIOR;CARGA;SEM PROPULSÃO;ACIDENTE DE MERGULHO;-22,81666667;-43,09805556;1;0;0;381E007383;AÇO;
03_2023;ILHA  RASA  IV  -  HAND   MADE   LIFE;1;CPRIOJ;AGPRTI;BRASIL;98;19;18:00;04/JAN/2023;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-23,20000000;-44,58250000;0;0;0;3868900047;MADEIRA;NÃO POSSUI
04_2023;RED  BULL   II  - TISO;8;DLTIAO;DLTIAO;BRASIL;2,63;7,3;18:40;07/JAN/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,45000000;-45,14055556;0;0;0;3840170931;FIBRA;
02_2023;UNI ÃO  VI  -  UNI ÃO  III -  UNI Ã O XI;9;CPNAUS;AGITAC;BRASIL;96;18;17:00;08/JAN/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO ;-3,21666667;-58,99972222;0;0;0;10218092;AÇO;
01_2023;SERRA   MORENA;5;CFALEG;CFALEG;BRASIL;278,62;48,15;10:05;04/JAN/2023;DRAGA;INTERIOR;CARGA;MOTOR;COLISÃO ;-5,93333333;-48,39694444;0;0;0;4620240001;AÇO;
01_2023;SOPHIA   E  MARIA;8;CPFOZU;CPFOZU;BRASIL;0;5,9;01:30;11/JAN/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-1,35000000;-25,35750000;0;0;0;402M2019001273;ALUMÍNIO;
03_2023;AR  NO  MAR;8;DLTIAO;DLTIAO;BRASIL;37,2;15,2;17:30;07/JAN/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,80000000;-45,57666667;0;0;0;3822931641;FIBRA;
02_2023;SAPURA    TOP ÁZIO;1;CPVITO;CPVITO;PANAMÁ;18,098;145,97;8:14;10/JAN/2023;SUPPLY;APOIO MARÍTIMO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-21,20000000;-39,97611111;0;0;0;381E010406;AÇO;
03_2023;PAC ÍFICO   V;1;CPMCAE;CPMCAE;BRASIL;46;17,9;5:53;09/JAN/2023;TRAINEIRA;CABOTAGEM;PESCA;MOTOR;COLISÃO ;-22,33333333;-41,70000000;0;0;0;3877052517;AÇO;
03_2023;FPSO   CIDADE   DE  VITORIA;1;CPVITO;CPVITO;BAHAMAS;134,606;337,05;13:18;11/JAN/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;INCÊNDIO;-20,03333333;-39,52555556;0;0;0;7403354;AÇO;
02_2023;MAGNAMAR;1;DLCABO;DLCABO;BRASIL;12;11,95;13:00;14/JAN/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,73333333;-41,90416667;0;0;0;4010592095;FIBRA;
04_2023;CIDADE   DE  CAMPOS   DOS  GOYTACAZES    MV  29;1;CPMCAE;CPMCAE;BAHAMAS;164,16;334,7;3:40;15/JAN/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;MORTE DE PESSOA;-22,95000000;-40,72694444;1;0;0;3826687213;AÇO;
06_2023;COSTA   ATLÂ NTICA   - BSM  01;1;CPMCAE;CPMCAE;BRASIL;175;33,57;1:00;13/JAN/2023;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-21,88333333;-41,00722222;0;0;0;2818926033;AÇO;
05_2023;O  PESCADOR    I;1;CPMCAE;CPMCAE;BRASIL;19,4;15,5;14:30;15/JAN/2023;TRAINEIRA;INTERIOR;PASSAGEIROS;MOTOR;AVARIA DE MÁQUINAS;-22,36666667;-41,76777778;0;0;0;387705347;MADEIRA;NÃO POSSUI
01_2023;HAMBRICHS;1;DLCABO;DLCABO;BRASIL;0;3,45;7:00;14/JAN/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-22,90000000;-42,03250000;0;2;0;384M2021000703;FIBRA;
03_2023;TUNA  48  -  JET  CLUB  XXIII;1;DLCABO;DLCABO;BRASIL;0;3,58;9:30;23/JAN/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-22,88333333;-42,00611111;0;1;0;382M2020000668;FIBRA;
03_2023;DIAMANTE;9;CPNAUS;CPNAUS;BRASIL;37;23,7;22:20;15/JAN/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;COLISÃO ;-3,88333333;-61,82111111;0;3;0;11424923;ALUMÍNIO;
04_2023;JEAN  FILHO   XVI;9;CPNAUS;CPNAUS;BRASIL;43,2;20,25;9:00;21/NOV/2022;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-3,11666667;-59,90500000;0;0;0;58888819;AÇO;
01_2023;JOANNA   GABRIELLA    V  - DIA  FELIZ  II;2;DLHEUS;DLHEUS;BRASIL;6;7,3;14:10;12/JAN/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-13,88333333;-38,95444444;0;1;0;2810280860;FIBRA;
03_2023;SEM   NOME;2;DLHEUS;DLHEUS;BRASIL;NÃO INSCRITA;4,84;13:00;15/JAN/2023;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,86666667;-45,66388889;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
01_2023;SEM   NOME;4;CPLUIZ;COLUIZ;BRASIL;A SER APURADO;A SER APURADO;9:00;08/JAN/2023;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,70000000;-44,20638889;2;0;0;A SER APURADO;A SER APURADO;NÃO POSSUI
04_2023;SEM   NOME;2;DLHEUS;DLHEUS;BRASIL;NÃO INSCRITA;4,4;13:30;20/JAN/2023;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-14,33333333;-45,56861111;2;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
04_2023;GUIMAR  ÃES;1;CPVITO;CPVITO;BRASIL;0;2,79;5:20;14/JAN/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-18,65000000;-39,76222222;0;1;0;293M2016000255;FIBRA;
05_2023;ZHEN   ZHU  HAI;1;CPVITO;CPVITO;HONG KONG;24,748;179,99;9:45;17/JAN/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOA A BORDO;-18,66666667;-38,05250000;1;0;0;SOLAS -IMO  9738088;AÇO;
05_2023;MADAME   CRYS;9;CPNAUS;AGTEFE;BRASIL;98;32,3;08:00;27/JAN/2023;BARCO;INTERIOR;PASSAGEIROS;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,55000000;-66,37500000;0;0;1;11445106;ALUMÍNIO;
03_2023;Libert á  IV  - SEM  NOME;4;CPBLEM;CPBLEM;BRASIL;16;12,3;13:30;15/JAN/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-1,30000000;-48,38388889;0;0;0;4039160983;FIBRA;
05_2023;THIS  IS  MY  TOY   -  CMT  W  MARTINS;1;CPRIOJ;CPRIOJ;BRASIL;0;3,56;18:00;15/JAN/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,01666667;-43,29472222;0;1;0;381M2017000451;FIBRA;
06_2023;SANTOS   SERVICE;1;CPRIOJ;CPRIOJ;BRASIL;3,281;84,73;21:05;23/JAN/2023;SUPPLY;APOIO MARÍTIMO;CARGA;MOTOR;INCÊNDIO;-0,75000000;-42,69194444;0;0;0;4430474834;AÇO;
02_2023;Global   Winner;1;DLRUCA;DLRUCA;LIBÉRIA;24,735;189;7:40;27/JAN/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOA;-22,91666667;-43,83527778;1;0;0;SOLAS -IMO  9579391;AÇO;
02-A/2023;SEM   NOME;8;CPSANT;CPSANT;BRASIL;A SER APURADO;A SER APURADO;13:30;05/JAN/2023;BARCO;APOIO MARÍTIMO;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,18333333;-46,78527778;2;0;0;A SER APURADO;MADEIRA;NÃO POSSUI
2_2023;CHANG   CHANG   NAN  HAI;5;DLSFSL;DLSFSL;CHINA;33,036;189,99;13:00;17/JAN/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-2,23333333;-48,50277778;0;0;0;SOLAS -IMO  9535864;AÇO;
2_2023;Dona  NINI;4;CPSTNA;CPSTNA;BRASIL;721;69,89;10:46;07/JAN/2023;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-0,03333333;-51,34111111;0;0;0;210246936;AÇO;
1_2023;BE  HAPPY   -  FUI;8;CPFTPR;CPFTPR;BRASIL;0;2,54;11:30;15/JAN/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-22,16666667;-47,88888889;0;0;0;NÃO INSCRITA;FIBRA;
03_2023;MADRIA   -  OMOO -FAA;1;DLANGR;DLANGR;BRASIL;9,7;11,66;12:00;17/JAN/2023;VELEIRO;LONGO-CURSO;ESPORTE E RECREIO;MISTA;ABALROAMENTO;-23,01666667;-44,50472222;0;0;0;3820095314;FIBRA;
04_2023;NEW  LIFE   CONTINUA   -  MERO;1;DLANGR;DLANGR;BRASIL;49;18,81;9:00;22/JAN/2023;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-23,08333333;-44,24194444;0;0;0;3826690541;MADEIRA;NÃO POSSUI
02_2023;IMARA;5;CFALEG;CFALEG;BRASIL;2,96;7;18:00;14/JAN/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-5,50000000;-51,97194444;0;0;0;4418900641;FIBRA;
1_2023;OFFICER   I;3;CPCIFE;CPCIFE;BRASIL;27;13,12;12:30;26/JAN/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-3,83333333;-32,42000000;0;0;0;4010716959;FIBRA;
04-A/2023;PAR Á;8;CPSANT;CPSANT;BRASIL;1,112;49,72;7:20;20/JAN/2023;CÁBREA;INTERIOR;CARGA;MOTOR;AVARIA DE GOVERNO;-23,95000000;-46,30666667;0;0;0;4010282177;AÇO;
03-A/2023;SUFOCO   III;8;CPSANT;CPSANT;BRASIL;14,2;3810273465;14:30;15/JAN/2023;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;VELA;DESAPARECIMENTO DE PESSOA;-23,98333333;-46,35250000;0;0;1;3810273465;FIBRA;
01_2023;REAL  I  S;5;DELUNA;DELUNA;BRASIL;55;21,5;19:00;20/JAN/2023;BARCO;CABOTAGEM;PESCA;MOTOR;ENCALHE;-4,80000000;-49,18250000;0;0;0;4010059079;MADEIRA;NÃO POSSUI
3_2023;IRAKLIS;5;DLSFSL;DLSFSL;LIBÉRIA;25,371;180;13:00;23/JAN/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-2,23333333;-48,63750000;0;0;0;SOLAS -IMO  9233430;AÇO;
01_2023;ANNA  MARIA;8;CPAGUA;CPAGUA;GR ÉCIA;44,332;229;6:30;20/JAN/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-1,68333333;-48,29333333;0;1;0;SOLAS -IMO  9622679;AÇO;
01_2023;VIA ÇÃO S ÃO  FRANCISCO;2;CFJUAZ;CFJUAZ;BRASIL;3;9,4;19:00;23/JAN/2023;CANOA;INTERIOR;CARGA;MOTOR;COLISÃO ;-8,61666667;-39,55694444;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
02_2023;ALVORADA   BR;8;CPFTPR;CPFTPR;BRASIL;MIUDA;6;8:40;23/JAN/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,65000000;-51,09861111;1;2;0;405M2014034539;ALUMÍNIO;
01_2023;SEM   NOME;5;DLURUG;DLURUG;BRASIL;NÃO INSCRITA;4,5;20:30;21/JAN/2023;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;REMO;EMBORCAMENTO;-3,61666667;-54,88305556;5;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
01_2023;PANDORA   22;1;CFBELZ;CFBELZ;BRASIL;0;4,9;18:00;23/JAN/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-18,96666667;-42,08833333;1;0;0;962M202100373    -5;ALUMÍNIO;
01_2023;RAINBOW;3;CPFTZA;CPFTZA;HONG KONG;29,407;189,96;-2:52;24/Jan/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-3,48333333;-38,74944444;0;0;0;SOLAS -IMO  9294202;AÇO;
001_2023;SEM   NOME;9;CFINGA;CFINGA;BRASIL;NÃO INSCRITA;4;09:30;22/JAN/2023;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;SEM PROPULSÃO;NAUFRÁGIO;-3,10000000;-67,95083333;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
03_2023;LOPINHO   II  -  SEM   NOME;5;CFALEG;CFALEG;BRASIL;0;3,37;15:00;25/JAN/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-5,95000000;-51,24083333;0;0;0;281M2011005273;FIBRA;
07_2023;Tamure;1;CPMCAE;CPMCAE;BRASIL;6,6;7,65;12:30;29/JAN/2023;VELEIRO;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-22,40000000;-41,81055556;0;0;0;201007844;FIBRA;
08_2023;PSO  CIDADE   DE  NITER ÓI  MV  18;1;CPMCAE;CPMCAE;BAHAMAS;143,166;315;7:20;29/JAN/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM BALEEIRA;-22,48333333;-39,93583333;0;0;0;381E005666;;
02_2023;NOVO  RUMO;8;CPAGUA;CPAGUA;BRASIL;1,77;7,65;7:45;26/JAN/2023;BOTE;INTERIOR;PASSAGEIROS E CARGA;MOTOR;NAUFRÁGIO;-1,56666667;-48,31750000;0;0;0;2818898862;FIBRA;
03_2023;MAJOR   I;9;CFPVEL;CFPVEL;BRASIL;56;17,28;1:00;19/JAN/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO ;-8,73333333;-63,85583333;0;0;0;11441348;AÇO;
04_2023;ROYAL   LEOPARD;2;CPSALV;CPSALV;REINO UNIDO;39,04;16,48;16:00;25/JAN/2023;VELEIRO;LONGO-CURSO;ESPORTE E RECREIO;MISTA;ENCALHE;-12,96666667;-38,60194444;0;0;0;742564;FIBRA;
2_2023;SEM   NOME;8;CPFOZU;CPFOZU;BRASIL;A SER APURADO;A SER APURADO;13:30;26/JAN/2023;BOTE;APOIO MARÍTIMO;A SER APURADO;A SER APURADO;EMBORCAMENTO;-1,13333333;-54,34638889;2;0;0;A SER APURADO;MADEIRA;NÃO POSSUI
3_2023;USIMAY   -  REVOADA;8;CPFTPR;CPFTPR;BRASIL;0;3,36;11:16;29/JAN/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-20,06666667;-47,41666667;0;1;0;405M2014034539;FIBRA;
02_2023;PRINCESS   ERIN;3;CPFTZA;CPFTZA;ILHAS MARSHALL;33,348;190;11:00;28/JAN/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-1,01666667;-28,50138889;0;0;0;SOLAS -IMO  9494149;AÇO;
02_2023;MTF;5;DCPJAI;DCPJAI;BRASIL;0;3,31;21:30;28/JAN/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,10000000;-48,56055556;0;0;0;433M2021003467;FIBRA;
09_2023;CBO  TERRA  BRASILIS;1;CPMCAE;CPMCAE;BRASIL;3,93;82,4;8:05;29/JAN/2023;SUPPLY;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,35000000;-40,03444444;0;1;0;3813911489;AÇO;
05-A/2023;EF  CONSULTORIA;8;CPSANT;CPSANT;BRASIL;0;3,54;17:30;27/JAN/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,95000000;-46,18472222;0;0;0;401M2011031519;FIBRA;
04_2023;MV  PETRUS;4;CPBLEM;CPBLEM;ILHAS MARSHALL;33,348;190;14:00;10/JAN/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;1,38333333;-29,83500000;0;0;0;SOLAS -IMO  9494151;AÇO;
02_2023;SHIMANAMI    STAR;5;CPGRAN;CPGRAN;BAHAMAS;16,96;169,26;14:10;03/FEV/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-7,68333333;-51,93527778;0;0;0;SOLAS -IMO  9377717;AÇO;
01_2023;NETO  I;2;DLSEGU;DLSEGU;BRASIL;A SER APURADO;A SER APURADO;8:30;22/JAN/2023;BARCO;APOIO MARÍTIMO;PESCA;MOTOR;ENCALHE;-17,60000000;-39,04777778;0;0;0;A SER APURADO;A SER APURADO;A SER APURADO
05_2023;PINHEIRO   -  MARIA   BETH ÂNIA;2;CPSALV;CPSALV;BRASIL;1,479;71;8:00;06/FEV/2023;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-12,91666667;-38,61583333;0;0;0;2810189013;AÇO;
06_2023;SEM   NOME;2;CPSALV;CPSALV;BRASIL;NÃO INSCRITA;8,5;14:00;05/FEV/2023;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;-13,36666667;-39,00805556;1;0;0;NÃO INSCRITA;FIBRA;
06_2023;CAPIT Ã O VIVALDO   VIII;9;CPNAUS;CPNAUS;BRASIL;45;22,6;14:40;03/FEV/2023;BARCO;INTERIOR;PASSAGEIROS;MOTOR;COLISÃO ;-3,11666667;-60,06027778;0;0;0;10193138;MADEIRA;NÃO POSSUI
07_2023;LUIZ  GRA ÇA  -  IP4;9;CPNAUS;CPNAUS;BRASIL;387;42,67;10:34;02/FEV/2023;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;COLISÃO ;-4,38333333;-59,59277778;0;0;0;11447761;AÇO;
4_2023;PANTERA;5;DLSFSL;DLSFSL;BRASIL;1;6,32;21:25;03/FEV/2023;LANCHA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;COLISÃO ;-2,23333333;-48,51111111;1;0;0;4420238054;FIBRA;
02_2023;GLEN;7;CFATOC;CFATOC;BRASIL;0;6,5;19:00;05/FEV/2023;CHATA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-9,78333333;-48,37472222;0;0;0;127M2015000569;ALUMÍNIO;
08_2023;SEM   NOME;1;CPRIOJ;CPRIOJ;BRASIL;NÃO INSCRITA;A SER APURADO;20:25;05/FEV/2023;TRAINEIRA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;-22,78333333;-43,12972222;8;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
04_2023;SERENA   II;5;CFALEG;CFALEG;BRASIL;A SER APURADO;10,3;17:00;28/JAN/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-5,93333333;-51,28305556;1;0;0;3825419088;FIBRA;
07_2023;GRAZI   ELA  I;1;CPRIOJ;CPRIOJ;BRASIL;15,8;13,5;00:30;29/JAN/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-22,93333333;-43,16111111;0;0;0;44110172867;FIBRA;
10_2023;PETROBRAS    52;1;CPMCAE;CPMCAE;ILHAS MARSHALL;60,924;125;10:40;01/FEV/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,90000000;-39,73722222;0;1;0;381E005046;AÇO;
11_2023;CARAPEBAS    2;1;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;A SER APURADO;4:28;28/JAN/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE DE MERGULHO;-22,21666667;-40,41500000;0;1;0;NÃO INSCRITA;AÇO;
06_2023;WV5;1;CPVITO;CPVITO;BRASIL;MIUDA;5;9:00;05/FEV/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-18,96666667;-39,70611111;0;0;0;341M2011001261;ALUMÍNIO;
2_2023;JOEL  E  GUILHERME;3;CPCIFE;CPCIFE;BRASIL;7,4;9;13:30;04/FEV/2023;BOTE;INTERIOR;PESCA;MOTOR;ADERNAMENTO;-7,73333333;-34,82333333;0;0;0;2410149952;MADEIRA;NÃO POSSUI
03_2023;HORIZON   THEONI;3;CPCIFE;CPCIFE;LIBÉRIA;29,828;183;19:26;04/FEV/2023;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;INCÊNDIO;-8,38333333;-34,95333333;0;0;0;SOLAS -IMO  9407407;AÇO;
08_2023;DESEMBARGADOR     PAULO   JACOB   -  FH1;9;CPNAUS;AGITAC;BRASIL;60;18,86;16:00;12/NOV/2022;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO ;-4,73333333;-59,92305556;0;0;0;10215808;AÇO;
02_2023;PROESTE;6;CFCUIA;AGCACE;BRASIL;5,4;6;3:30;06/FEV/2023;DRAGA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;DERIVA DA EMBARCAÇÃO;-16,13333333;-57,73305556;0;0;0;4820025821;AÇO;
001_2023;Rebeca   Alcinia;3;CPCEIO;CPCEIO;BRASIL;0;5;12:00;03/FEV/2023;JANGADA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;COLISÃO ;-8,98333333;-35,18833333;0;0;0;241M2018002699;MADEIRA;NÃO POSSUI
05_2023;Samuelly   VIII;4;CPBLEM;CPBLEM;BRASIL;43;21,35;14:00;08/FEV/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;INCÊNDIO;-1,50000000;-48,55416667;0;0;0;11453800;ALUMÍNIO;
01_2023;MADONA;3;CPNATL;AGBRAN;BRASIL;NÃO INSCRITA;8,5;10:00;10/FEV/2023;JANGADA;INTERIOR;PESCA;MOTOR;DESAPARECIMENTO DE PESSOA;-4,80000000;-36,87500000;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
