Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO;POLUIÇÃO
66-A/2022;FB-17  - PESCAMAR III;8;CPSANT;CPSANT;BRASIL;282;49;15:00;19/OUT/2022;ROLL-ON ROLL-OFF;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-23,98611111;-23,98611111;0;0;0;4010202165;AÇO;;
30_2022;GCL ICON;1;CPVITO;CPVITO;ILHAS MARSHALL;43666,0;229,0;13:18;22/OUT/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,31250000;-40,21555556;0;1;0;SOLAS -  IMO 9880245;AÇO;;
17_2022;WEST TELLUS;1;DLANGR;DLANGR;PANAMÁ;18291,00;A SER APURADO;7:38;25/OUT/2022;PLATAFORMA;APOIO-MARÍTIMO;CARGA;MOTOR;INCÊNDIO;;;0;1;0;381E010589;AÇO;;
46_2022;Átila - Amazonas  2014;4;CPBLEM;CPBLEM;BRASIL;92;19,90;14:15;08/OUT/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;CARGA;MOTOR;ENCALHE;-1,29000000;-48,48333333;0;0;0;210309334;AÇO;;
16_2022;Tomini Alize;1;DLRUCA;DLRUCA;ILHAS MARSHALL;24940,0;176,80;3:40;18/OUT/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-6,75833333;-11,58166667;0;0;0;SOLAS- IMO 9754082;AÇO;;
12_2022;MAGNATA;5;DLSFSL;DLSFSL;BRASIL;0;4,62;19:30;23/OUT/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-26,23916667;-0,81083333;0;0;0;443M2013006431;FIBRA;;
14_2022;A SER APURADO;1;DLCABO;DLCABO;A SER APURADO;A SER APURADO;A SER APURADO;3:00;23/OUT/2022;OUTRAS EMBARCAÇÕES;A SER APURADO;A SER APURADO;A SER APURADO;EXPOR A RISCO;-23,11805556;-42,09944444;0;0;0;A SER APURADO;A SER APURADO;;
19_2022;SM OSPREY;4;CPLUIZ;CPLUIZ;PANAMÁ;29762,00;183;9:00;07/OUT/2022;NM GRANELEIRO;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;0;1;SOLAS- IMO 9786231;AÇO;;
18_2022;TREMENBÉS;4;CPLUIZ;CPLUIZ;BRASIL;378,0;49,95;9:00;09/OUT/2022;DRAGA;CABOTAGEM;CARGA;MOTOR;NAUFRÁGIO;;;0;0;0;4430474486;AÇO;;
20_2022;CIDADE DE  ARAIOSES;4;CPLUIZ;CPLUIZ;BRASIL;2588,0;72,39;9:00;17/OUT/2022;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE CARGA E/ OU EQUIPAMENTO NA ÁGUA;;;0;0;0;1210142171;AÇO;;
21_2022;A SER APURADO;4;CPLUIZ;CPLUIZ;BRASIL;A SER APURADO;6;19:00;25/SET/2022;CANOA;INTERIOR;A SER APURADO;MOTOR;QUEDA DE CARGA E/ OU EQUIPAMENTO NA ÁGUA;;;2;0;0;A SER APURADO;MADEIRA;NÃO POSSUI;
13_2022;FÉ;5;DLSFSL;DLSFSL;BRASIL;0;6,39;16:30;23/OUT/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-26,19833333;-48,78805556;0;0;0;4215508444;FIBRA;;
17_2022;SEM NOME;9;CFPVEL;CFPVEL;BRASIL;A SER APURADO;A SER APURADO;13:00;21/OUT/2022;LANCHA;A SER APURADO;A SER APURADO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-5,85916667;-61,49305556;0;0;1;A SER APURADO;ALUMÍNIO;;
06_2022;MACUNAIMA I - F. ANDREIS  II;8;DLGUAI;DLGUAI;BRASIL;92;22,82;17:00;27/OUT/2022;REBOCADOR;INTERIOR;CARGA;MOTOR;MÁ ESTIVAÇÃO DA CARGA;-24,07916667;-54,28861111;0;0;0;9620066499;AÇO;;
27_2022;SEM NOME;9;CPNAUS;CPNAUS;BRASIL;NÃO INSCRITA;4,0;11:30;23/OUT/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-2,55583333;-60,99250000;1;0;0;NÃO INSCRITA;ALUMÍNIO;;
09_2022;NOSSA SENHORA NAVEGANTES  VII - CANASTRA;1;DLFURN;DLFURN;BRASIL;18;11,65;14:40;26OUT/2022;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;-20,42250000;-46,85944444;0;0;0;9629971585;AÇO;;
33_2022;THOR;1;CPVITO;CPVITO;ILHAS MARSHALL;40,060;225,0;11:18;27/OUT/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-20,78333333;-40,55000000;0;0;0;SOLAS- IMO 9291418;AÇO;;
32_2022;ISOLDANA;1;CPVITO;CPVITO;NORUEGA;33,448;198,50;7:29;27/OUT/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;AVARIA NA CARGA;-19,84194444;-40,05638889;0;0;0;SOLAS- IMO 9186235;AÇO;;
20_2022;SEIVAL;5;CPGRAN;CPGRAN;BRASIL;13,0;14,47;14:50;28/OUT/2022;ESCUNA;INTERIOR;ESPORTE E RECREIO;MOTOR;ENCALHE;-31,95861111;-52,07750000;0;0;0;4620823830;MADEIRA;;
10_2022;BOATE AZUL;7;CPFBRA;CPFBRA;BRASIL;0;5,97;12:30;28/OUT/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;-15,78638889;-47,84138889;0;0;0;4054108482;FIBRA;;
47_2022;Nova  Conquista;4;CPBLEM;CPBLEM;BRASIL;13,0;12,40;13:10;27/OUT/2022;BARCO;INTERIOR;PESCA;MOTOR;ÁGUA ABERTA;-1,03138889;-48,44527778;0;0;0;211028878;MADEIRA;;
04_2022;BRUTA;7;CFATOC;CFATOC;BRASIL;0;5,45;13:20;29/OUT/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;0;524M2022001731;ALUMÍNIO;;
64-A/2022;SEM NOME;8;CPSANT;CPSANT;BRASIL;NÃO INSCRITA;0;10:39;12/OUT/2022;A SER APURADO;INTERIOR;SEM  ATIVIDADE DEFINIDA;SEM PROPULSÃO;QUEDA DE VEÍCULO NA ÁGUA;-2,91750000;-23,92583333;1;0;0;NÃO INSCRITA;;;
41_2022;DEUS ESTÁ COM NÓS;4;CPSTNA;CPSTNA;BRASIL;1;12,9;11:30;24/OUT/2022;CANOA;INTERIOR;PASSAGEIROS;MOTOR;DERIVA DA EMBARCAÇÃO;-0,02072222;-51,05277778;0;0;0;022-0115982;MADEIRA;NÃO POSSUI;
21_2022;SAN #  77;5;CPGRAN;CPGRAN;BRASIL;0;2,69;23:00;27/OUT/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-30,82527778;-51,84972222;1;0;0;442M2002005199;FIBRA;;
012_2022;PREJUIZO -  A SER AP;6;CPUMBA;CPUMBA;BRASIL;0;5,95;23:00;27/OUT/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-20,25388889;-53,08583333;1;0;0;405M2016008449;ALUMÍNIO;;
12_2022;BIBI -  CHEIA DE ONDA;3;CPCIFE;CPCIFE;BRASIL;0;3,45;14:30;02/NOV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-7,84083333;-34,84277778;0;0;0;221M2021001000;FIBRA;;
22_2022;URANO;3;CPFTZA;CPFTZA;BRASIL;NÃO INSCRITA;7,65;5:30;30/OUT/2022;BARCO;CABOTAGEM;PESCA;MOTOR;DESAPARECIMENTO DE PESSOAS;-2,54027778;-39,85972222;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
36_2022;VICTORIA;1;CPVITO;CPVITO;LIBÉRIA;41,160;108,8;18:00;29/OUT/2022;PLATAFORMA;APOIO-MARÍTIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,20944444;-39,97666667;0;1;0;381E006271;AÇO;;
35_2022;ANTONIO MARIA;1;CPVITO;CPVITO;BRASIL;7,1;9,2;#VALOR!;31/NOV/2022;BARCO;CABOTAGEM;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-18,71666667;-38,94638889;0;0;0;11.620.014.751;MADEIRA;NÃO POSSUI;
34_2022;PHMARINE;1;CPVITO;CPVITO;BRASIL;2,5;7,10;8:31;01/NOV/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,32361111;-40,35416667;1;2;0;3410384669;FIBRA;;
37_2022;T'IGRÃO VIII;1;CPVITO;CPVITO;BRASIL;MIUDA;5;15:00;01/NOV/2022;BOTE;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-20,70000000;-40,40777778;0;0;0;341M2020003093;MADEIRA;NÃO POSSUI;
9_2022;LLIBERTAT;2;DLSEGU;DLSEGU;BRASIL;43;16,82;15:40;02/NOV/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;AVARIA DE GOVERNO;-14,95000000;-39,68861111;0;0;0;4039130693;FIBRA;;
36_2022;OCEÂNICASUB IV -  SKANDI FLUMINENSE;1;CPMCAE;CPMCAE;BRASIL;496;41,20;15:07;31/OUT/2022;SUPPLY;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ABALROAMENTO;-21,85444444;-41,00555556;0;0;0;3813904814;AÇO;;
48_2022;Hyderabad;4;CPBLEM;CPBLEM;PAQUISTÃO;29,365;188,50;15:30;14/OUT/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;1,58527778;-22,50000000;0;0;0;SOLAS-IMO 9278789;AÇO;;
49_2022;VALARIS DS-4;1;CPRIOJ;CPRIOJ;ILHAS MARSHALL;60,162;211,3;19:35;28/OUT/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-25,51027778;-42,73361111;0;1;0;9459943;AÇO;;
28_2022;MARIA  EDUARDA II;9;CPNAUS;CPNAUS;BRASIL;NÃO INSCRITA;A SER APURADO;3:00;01/NOV/2022;BARCO;INTERIOR;CARGA;MOTOR;NAUFRÁGIO;-3,75250000;-64,74055556;0;0;0;NÃO INSCRITA;AÇO;;
48_2022;E DA  VIDA III - SM  GRADI;1;CPRIOJ;CPRIOJ;BRASIL;4;9,9;20:50;20/OUT/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;0;0;0;4010408626;FIBRA;;
37_2022;PETROBRAS 54;1;CPMCAE;CPMCAE;ILHAS MARSHALL;146,177;337,4;2:40;07/NOV/2022;PLATAFORMA;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,96194444;-39,83250000;0;1;0;381E005089;AÇO;;
13_2022;TOPA TUDO NORONHA;3;CPCIFE;CPCIFE;BRASIL;212;34,88;6:00;09/NOV/2022;BARCAÇA;CABOTAGEM;CARGA;MOTOR;INCÊNDIO;-3,82638889;-32,41250000;0;0;0;3826679849;AÇO;;
19_2022;ORCA;3;CPNATL;CPNATL;BRASIL;46;17,5;13:00;07/NOV/2022;BARCO;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;DEFICIÊNCIA DA EQUIPAGEM;11,68472222;-29,55166667;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
13_2022;CASABLANCA;5;CPFPOL;CPFPOL;BRASIL;614;50;#VALOR!;06OV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;AVARIA DE MÁQUINAS;-28,00250000;-48,91750000;0;0;0;4410444051;AÇO;;
39_2022;GOSTO D’AGUA 2;1;CPVITO;CPVITO;BRASIL;9,2;11,2;14:00;13/NOV/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;ENCALHE;-20,30833333;-40,28972222;0;0;0;3820100342;FIBRA;;
38_2022;WA IV;1;CPVITO;CPVITO;BRASIL;10;11,7;12:30;09/NOV/2022;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS E CARGA;MOTOR;MORTE DE PESSOAS;-19,84972222;-40,05416667;1;0;0;3410389997;MADEIRA;NÃO POSSUI;
67-A/2022;BRASILMAR;8;CPSANT;CPSANT;BRASIL;19,5;13,9;9:00;07/NOV/2022;BARCO;CABOTAGEM;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-23,99944444;-23,99944444;0;0;0;1410104001;MADEIRA;NÃO POSSUI;
49_2022;Jakob Selmer;4;CPBLEM;CPBLEM;ILHAS MARSHALL;23,432;180,0;10:00;03/NOV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;7,09333333;-31,36000000;0;0;0;SOLAS-IMO 9474228;AÇO;;
68-A/2022;IVESTOS 3;8;CPSANT;CPSANT;LIBÉRIA;40,488;225;15:30;04/NOV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-23,97861111;-23,97861111;0;1;0;SOLAS-IMO 9349320;AÇO;;
69-A/2022;PACIFIC VITALITY;8;CPSANT;CPSANT;HONG KONG;38,988;199,9;12:00;09/NOV/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;QUEDA DE CARGA E/ OU EQUIPAMENTO NA ÁGUA;-23,92888889;-23,92888889;0;0;0;SOLAS-IMO 9913236;AÇO;;
29_2022;COMTE LAM 1 - ITAMARATI 2022 -  CAMILA XVI -SEM NOME;9;CPNAUS;CPNAUS;BRASIL;30;8;17:20;13/NOV/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-3,53194444;-64,36388889;1;0;2;11473321;AÇO;;
38_2022;IDADE DE MACAÉ MV 15;1;CPMCAE;CPMCAE;BAHAMAS;199,186;419,1;23:30;11/OUT/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,15583333;-40,14805556;0;1;0;381E004937;AÇO;;
51_2022;TOPA TUDO XXIII;1;CPRIOJ;CPRIOJ;BRASIL;107;26;8:17;12/NOV/2022;BARCAÇA;INTERIOR;CARGA;MOTOR;COLISÃO;-22,90000000;-43,20000000;0;0;0;3.826.676.203;AÇO;;
52_2022;SÃO LUIZ;1;CPRIOJ;CPRIOJ;BRASIL;25,039;200;21:00;14/NOV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-22,85722222;-43,19166667;0;0;0;SOLAS-IMO 3810474525;AÇO;;
18_2022;ANNA NERY;1;DLANGR;DLANGR;BAHAMAS;166,777;354,6;8:30;15/NOV/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;MORTE DE PESSOAS;;;1;0;0;NÃO INSCRITA;AÇO;;
40_2022;NAVIOS LUZ;1;CPVITO;CPVITO;PANAMÁ;92,715;292;18:55;15/NOV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-20,78333333;-40,55000000;0;0;0;SOLAS-IMO 9481295;AÇO;;
39_2022;NS-43 AMARALINA STAR;1;CPMCAE;CPMCAE;PANAMÁ;56,878;218;21:30;07/NOV/2022;NM  SONDA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,96694444;-39,73222222;0;1;0;381E009017;AÇO;;
50_2022;Vô Mussi -  Prata e Ouro;4;CPBLEM;CPBLEM;BRASIL;40;13;3:30;11/NOV/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ALAGAMENTO;-2,23055556;-49,41833333;0;0;0;210999683;AÇO;;
40_2022;PETROBRAS 37;1;CPMCAE;CPMCAE;PANAMÁ;130,608;338,6;7:00;12/NOV/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,48472222;-40,09611111;0;1;0;387E001077;AÇO;;
50_2022;ALTAMIR IV;1;CPRIOJ;CPRIOJ;BRASIL;88,8;21,96;#VALOR!;A 022;BARCO;CABOTAGEM;PESCA;MOTOR;AVARIA DE MÁQUINAS;;;0;0;0;3810510823;AÇO;;
23_2022;GEISA SANTOS;3;CPFTZA;CPFTZA;BRASIL;1,9;8,25;9:00;12/OUT/2022;CANOA;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,68527778;-40,66138889;0;0;1;1630035840;MADEIRA;NÃO POSSUI;
018_2022;SEM NOME;3;CPCEIO;CPCEIO;BRASIL;NÃO INSCRITA;5;7:30;19/NOV/2022;CANOA;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;1;0;0;NÃO INSCRITA;ALUMÍNIO;;
013_2022;Sonho Meu;6;CPUMBA;CPUMBA;BRASIL;0,5;6;22:00;19/NOV/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-19,23750000;-57,24444444;2;0;0;4810194469;ALUMÍNIO;;
22_2022;IZADORA I;5;CPGRAN;CPGRAN;BRASIL;79;21,05;23:00;19/NOV/2022;BARCO;CABOTAGEM;PESCA;MOTOR;COLISÃO;-32,18333333;-52,08277778;0;0;0;4610095181;MADEIRA;;
18_2022;TIMBE -  DENISE;9;CFPVEL;CFPVEL;BRASIL;12,16;14,8;16:00;09/NOV/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;-7,48333333;-63,02194444;0;0;0;31160255;AÇO;;
31_2022;BELADANA - GABY;9;CPNAUS;CPNAUS;BRASIL;16;12;18:30;19/NOV/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-3,02944444;-60,10305556;0;5;0;11465948;FIBRA;;
30_2022;VENCEDOR -  ANTÔNIO ASSAF;9;CPNAUS;CPNAUS;BRASIL;17;16;0:00;21/NOV/2022;BARCO;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-3,12277778;-57,75027778;0;0;0;120766019;MADEIRA;NÃO POSSUI;
14_2022;Infinity;8;CPFTPR;CPFTPR;BRASIL;0;6,6;15:00;20/NOV/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,59833333;-48,22777778;0;0;1;4211496409;FIBRA;;
03_2022;SEM NOME;8;DLGUAI;DLGUAI;BRASIL;A SER APURADO;A SER APURADO;20:14;27/AGO/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-22,83611111;-50,89805556;2;0;0;A SER APURADO;A SER APURADO;A SER APURADO;
_2022;BOUSSONARO;1;DLFURN;DLFURN;BRASIL;0;3,53;21:00;13/NOV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;;;0;1;0;941M2018001636;FIBRA;;
51_2022;DEUS É  PAI;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;13;8:00;13/NOV/2022;BARCO;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-2,12527778;-49,32277778;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
10_2022;BONDOSA;2;DLSEGU;DLSEGU;BRASIL;61,9;18,7;9:00;18/NOV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-16,45027778;-39,06750000;0;0;0;3410108068;FIBRA;;
40_2022;ITAIGUARA II - MS  VII - JATAPU III;4;CFAREM;CFAREM;BRASIL;49;14,2;14:00;07/OUT/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-2,33666667;-54,70250000;0;0;0;001018603-4;AÇO;;
39_2022;D. RUTH II;4;CFAREM;CFAREM;BRASIL;189;28,4;22:45;16/OUT/2022;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ENCALHE;-2,39861111;-54,69444444;0;0;0;023092435-2;AÇO;;
11A/2022;SEM NOME;1;DLFURN;DLFURN;BRASIL;NÃO INSCRITA;A SER APURADO;18:30;19/NOV/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,41138889;-46,91666667;2;0;0;NÃO INSCRITA;ALUMÍNIO;;
14_2022;CALYPSO I;5;DLSFSL;DLSFSL;BRASIL;10;11,05;19:43;20/NOV/2022;BOTE;CABOTAGEM;PASSAGEIROS;MOTOR;AVARIA DE MÁQUINAS;-26,23583333;-48,46861111;0;0;0;4420189801;MADEIRA;NÃO POSSUI;
15_2022;ANGELS BEACH;1;DLCABO;DLCABO;BRASIL;10;9,5;7:00;14/NOV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;0;0;3840165873;MADEIRA;NÃO POSSUI;
41_2022;PLUTÃO;1;CPMCAE;AGSJBA;BRASIL;278;28,7;7:00;14/NOV/2022;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-21,87750000;-41,00638889;0;0;0;4010812656;AÇO;;
6_2022;SEM NOME  -  A SER APURADO;8;DLPREP;DLPREP;BRASIL;0;A SER APURADO;13:16;30/OUT/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;0;0;0;A SER APURADO;FIBRA;;
42_2022;FERNANDO DE  NORONHA;1;CPMCAE;CPMCAE;BRASIL;1,994;67,10;12:40;16/NOV/2022;SUPPLY;CABOTAGEM;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,86666667;-41,01500000;0;1;0;3813903125;AÇO;;
17_2022;Andre  Macari I;1;DLRUCA;DLRUCA;BRASIL;8,2;14,8;20:30;23/NOV/2022;BARCO;CABOTAGEM;PESCA;MOTOR;ENCALHE;-23,06972222;-43,56750000;0;0;0;4410136305;MADEIRA;NÃO POSSUI;
70-A/2022;KIANDA VII;8;CPSANT;CPSANT;BRASIL;0,10;10,2;10:00;19/NOV/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-24,06138889;-24,06138889;0;1;0;3813893065;FIBRA;;
52_2022;Bom Jesus III - sem nome;4;CPBLEM;CPBLEM;BRASIL;64;20,10;2:30;25/NOV/2022;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-1,71888889;-49,53555556;0;0;0;211024660;FIBRA;;
53_2022;SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;8;3:00;28/NOV/2022;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-1,29777778;-48,49027778;0;0;0;NÃO INSCRITA;MADEIRA;;
41_2022;PETROBRAS 58;1;CPVITO;CPVITO;ILHAS MARSHALL;155,330;330;12:50;25/NOV/2022;PLATAFORMA;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-21,20333333;-39,99694444;0;0;0;461E000971;AÇO;;
42_2022;XIN  HAI TONG 23;1;CPVITO;CPVITO;HONG KONG;32,929;190;4:00;27/NOV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-20,29055556;-40,24361111;0;1;0;SOLAS-IMO 9453236;AÇO;;
15_2022;Tucunacom;8;CPFTPR;CPFTPR;BRASIL;MIUDA;5;17:00;19/NOV/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,62000000;-49,27694444;0;0;0;405M2006003480;ALUMÍNIO;;
15_2022;SEM NOME;5;DLSFSL;DLSFSL;BRASIL;NÃO INSCRITA;2,5;18:55;24/NOV/2022;BOTE;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-26,39083333;-48,62388889;1;0;0;NÃO INSCRITA;FIBRA;;
7_2022;TURBOJET PRO;8;DLPREP;DLPREP;BRASIL;0;3,02;#VALOR!;a purado/SE;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;0;1;405M2001084919;FIBRA;;
43_2022;BRAVO ZULU I - THETÊ;1;CPVITO;CPVITO;BRASIL;A SER APURADO;10,5;9:00;28/NOV/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;ENCALHE;-20,30833333;-40,28972222;0;0;0;4.620.787.850;FIBRA;;
18_2022;AMÉRICO VESPÚCIO;5;DELUNA;DELUNA;BRASIL;42,564;227,97;7:20;01/DEZ/2022;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-28,21833333;-48,65666667;0;0;0;SOLAS-IMO 9603233;AÇO;;
14_2022;BELLA VITA;3;CPCIFE;CPCIFE;BRASIL;A SER APURADO;10,63;17:00;26/NOV/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO;-8,60583333;-35,04833333;0;0;0;A SER APURADO;FIBRA;;
41_2022;GLORIA DE  DEUS;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;11,5;19:00;18/OUT/2022;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-2,13861111;-55,18527778;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
23_2023;ELENA VE;5;CPGRAN;CPGRAN;LIBÉRIA;41,697;225;5:30;02/DEZ/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-32,10388889;-52,10305556;0;0;0;SOLAS-IMO 9453066;AÇO;;
24_2022;CAETANO I;5;CPGRAN;CPGRAN;BRASIL;19;14,2;22:35;03/DEZ/2022;BARCO;CABOTAGEM;PESCA;MOTOR;ENCALHE;-32,26666667;-52,24250000;0;0;0;4430053383;MADEIRA;POSSUI;
4_2022;PRINCESINHA -  AINHA DO MAR IV;2;DLHEUS;DLHEUS;BRASIL;48;20,45;8:10;20/NOV/2022;SAVEIRO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;;;0;2;0;2810279586;MADEIRA;NÃO POSSUI;
