Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO;POLUIÇÃO
5A/2022;SEM NOME;1;DLFURN;DLFURN;BRASIL;NÃO INSCRITA;6;#VALOR!;A 022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,57388889;-45,78444444;1;0;0;NÃO INSCRITA;FIBRA;;
09_2022;BELEZA PURA 2 -  GÊNESIS II;8;DLTIAO;DLTIAO;BRASIL;14,20;11,66;17:00;23/ABR/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,54583333;-45,10361111;0;0;0;3820089900;FIBRA;;
06_2022;DATTOLI VIII -  MANO GUERREIRO;2;CPSALV;CPSALV;BRASIL;6;7,37;14:00;17/ABR/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-13,39500000;-38,95694444;0;1;0;3830085681;FIBRA;;
09_2022;EMOÇÃO III;3;CPFTZA;CPFTZA;BRASIL;0;6,68;9:49;26/ABR/2022;BOTE;CABOTAGEM;PESCA;MOTOR;AVARIA DE MÁQUINAS;-3,58944444;-38,52972222;0;0;0;161M2004001149;MADEIRA;;
2_2022;SEM NOME;8;CPFOZU;CPFOZU;BRASIL;1,75;5,7;17:10;30/ABR/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-25,51500000;-53,38694444;1;3;0;961013875;FIBRA;;
3_2022;DON TRINIDAD  R.;8;CPFOZU;CPFOZU;PARAGUAI;9,3;14,20;4:15;03/MAI/2022;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;EMBORCAMENTO;-24,87888889;-54,35666667;0;0;0;1422-RE (PY);AÇO;;
19_2022;SEM NOME;4;CPBLEM;CPBLEM;BRASIL;A SER APURADO;A SER APURADO;16:00;16/ABR/2022;A SER APURADO;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-2,20888889;-49,43194444;5;0;1;A SER APURADO;A SER APURADO;;
12_2022;AL-11  - SAONA I;1;DLANGR;DLANGR;BRASIL;0;15,63;9:00;19/ABR/2022;LANCHA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ABALROAMENTO;-23,00250000;-44,30083333;0;2;0;3813897516;ALUMÍNIO;;
08_2022;MUNDIAL BARGE 8  III;5;DELUNA;DELUNA;BRASIL;5;8,07;3:20;04/MAI/2022;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;DERIVA DA EMBARCAÇÃO;-28,49805556;-48,77222222;0;0;0;4418919562;AÇO;;
07_2022;COVADONGA;5;DELUNA;DELUNA;PORTUGAL;4,816;119;8:20;03/MAI/2022;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-28,35000000;-48,76666667;0;1;0;SOLAS-IMO 9300489;AÇO;;
13_2022;DOM JACKSON II  - CIDADE DE  NOVO ARIPUAN -  PORTO DE BORBA;9;CPNAUS;CPNAUS;BRASIL;387;42,67;12:30;28/ABR/2022;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-4,38583333;-59,59166667;0;0;0;11447761;AÇO;;
06_2022;NAUSEIOKE  - 1000 GRAU;5;CFALEG;CFALEG;BRASIL;2,4;6,17;15:40;10/ABR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-30,00500000;-51,26138889;0;0;0;9622485138;FIBRA;;
10_2022;SEM NOME;8;DLTIAO;DLTIAO;BRASIL;A SER APURADO;A SER APURADO;17:10;01/MAI/2022;A SER APURADO;INTERIOR;A SER APURADO;A SER APURADO;NAUFRÁGIO;-23,27944444;-46,21250000;0;0;1;A SER APURADO;A SER APURADO;;
09_2022;União VI - União III -  a ser;9;CFPVEL;CFPVEL;BRASIL;96;18;15:00;22ABR/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;MORTE DE PESSOAS;-8,17277778;-63,30138889;1;0;0;10218092;AÇO;;
11_2022;PETROBRAS 62;1;CPMCAE;CPMCAE;ILHAS MARSHALL;154998;327,5;8:00;27ABR/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,93972222;-39,78527778;0;2;0;221E000674;AÇO;;
14_2022;REM COMANDANTE BRUNILO;9;CPNAUS;CPNAUS;BRASIL;43;13,5;7:00;05/MAI/2022;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-3,15138889;-59,95000000;0;0;0;10175601;AÇO;;
27_2022;SEM NOME;4;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;6;15:00;07/MAI/2022;CANOA;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;0,05416667;-50,98611111;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
07_2022;GOLDEN AMBER;5;CPGRAN;CPGRAN;ILHAS MARSHALL;41,586;224,9;5:10;07/MAI/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-32,10250000;-52,10277778;0;0;0;SOLAS-IMO 9458987;AÇO;;
2_2022;FABIO FILHO  II;3;CPNATL;CPNATL;BRASIL;9;9,15;10:00;04/MAI/2022;BOTE;CABOTAGEM;PESCA;MOTOR;ACIDENTE DE MERGULHO;-6,27583333;-34,88611111;0;1;0;1810040001;MADEIRA;NÃO POSSUI;
26-A/2022;TABUNITA;8;CPSANT;CPSANT;BRASIL;2,6;6,5;#VALOR!;10ABR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,97694444;-46,39638889;0;0;0;4030202055;FIBRA;;
29-A/2022;FB-16 - SEM  NOME;8;CPSANT;CPSANT;BRASIL;233;40;16:30;24/ABR/2022;FERRY-BOAT;CABOTAGEM;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-25,01583333;-47,93250000;0;0;0;401993868-7;AÇO;;
30-A/2022;SEM NOME;8;CPSANT;CPSANT;BRASIL;NÃO INSCRITA;5;14:00;15/ABR/2022;BARCO;APOIO-MARÍTIMO;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-24,60361111;-46,70333333;2;0;0;NÃO INSCRITA;ALUMÍNIO;;
28-A/2022;MONTE ALEGRE;8;CPSANT;CPSANT;SINGAPURA;69,132;272;4:00;14/ABR/2022;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;QUEDA DE CARGA E/ OU EQUIPAMENTO NA ÁGUA;-23,96500000;-46,29250000;0;0;0;SOLAS-IMO 9348065;AÇO;;
27-A/2022;COLUMBIA;8;CPSANT;CPSANT;LIBÉRIA;32,415;191;11:40;12/ABR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-23,94805556;-46,31138889;0;1;0;SOLAS-IMO 9423530;AÇO;;
21_2022;SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;13:00;08/MAI/2022;A SER APURADO;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-3,80388889;-49,53333333;3;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
20_2022;Timão de Ouro - Perseverança;4;CPBLEM;CPBLEM;BRASIL;42;13;13:00;09/MAI/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-0,99416667;-48,19333333;0;0;0;211013552;AÇO;;
3_2022;MONA-MI;3;CPNATL;CPNATL;SUECIA;A SER APURADO;9,18;6:20;07/MAI/2022;VELEIRO;LONGO-CURSO;ESPORTE E RECREIO;MOTOR;MORTE DE PESSOAS;-5,68500000;-34,96777778;1;0;0;A SER APURADO;FIBRA;;
10_2022;ANFA;3;CPFTZA;CPFTZA;ILHAS MARSHALL;28,813;179,99;6:34;08/MAI/2022;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-3,71861111;-38,48333333;0;0;0;SOLAS-IMO 9561368;AÇO;;
04_2022;ALEGRIA;3;CPSSOA;CPSSOA;BRASIL;2,72;7;3:00;08/MAI/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;-7,03638889;-34,85500000;0;0;0;2010216482;FIBRA;;
12_2022;JIUJIU;1;CPVITO;CPVITO;FRANÇA;A SER APURADO;A SER APURADO;8:00;15/ABR/2022;VELEIRO;LONGO-CURSO;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,29888889;-40,28750000;0;0;0;A SER APURADO;ALUMÍNIO;;
11_2022;IDJANE;3;CPFTZA;CPFTZA;BRASIL;13;11;9:30;08/MAI/2022;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOAS;-2,82277778;-39,36666667;1;0;0;1610054407;MADEIRA;;
34-A/2022;GRANDE BUENOS AIRES;8;CPSANT;CPSANT;ITÁLIA;56,738;214;18:40;06/MAI/2022;ROLL-ON ROLL-OFF;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-23,92861111;-46,33388889;0;1;0;SOLAS- IMO 9253210;AÇO;;
33-A/2022;EQUINOX  AGNANDOUSSA;8;CPSANT;CPSANT;ILHAS CAYMAN;33,232;197;4:40;06/MAI/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;-22,12666667;-30,57972222;1;0;0;SOLAS-IMO 9503988;AÇO;;
32-A/2022;SEM NOME;8;CPSANT;CPSANT;BRASIL;NÃO INSCRITA;3,36;10:30;06/MAI/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,97777778;-40,76666667;1;0;0;NÃO INSCRITA;FIBRA;;
31-A/2022;DAIWAN ELEGANCE;8;CPSANT;CPSANT;PANAMÁ;22,314;176,99;16:20;26/ABR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;EXPOR A RISCO;-23,96333333;-46,96333333;0;0;0;SOLAS-IMO 9697894;AÇO;;
22_2022;Exp Vera Monteiro;4;CPBLEM;CPBLEM;BRASIL;146;34,76;20:00;10/MAI/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;INCÊNDIO;-1,39083333;-48,87027778;0;0;0;211024805;ALUMÍNIO;;
13_2022;FPSO Cidade de Macaé;1;CPMCAE;CPMCAE;BAHAMAS;199,186;419,1;#VALOR!;FPdade de M;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,15583333;-40,13472222;0;1;0;81E004937;AÇO;;
12_2022;POSH ARCADIA;1;CPMCAE;CPMCAE;BAHAMAS;35,401;405,1;15:50;28/ABR/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,11055556;-39,90138889;0;1;0;382E000510;AÇO;;
18_2022;FULL TIME;1;CPRIOJ;CPRIOJ;BRASIL;6;7,9;11:30;12/MAI/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;COLISÃO;-22,90555556;-43,12000000;0;0;0;3810282961;FIBRA;;
6A/2022;DAY OFF II  - sem nome;1;DLFURN;DLFURN;BRASIL;1,6;7,4;14:30;10/MAI/2022;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-20,63277778;-46,00333333;0;0;0;5210201741;AÇO;;
09_2022;JOVINO;5;DELUNA;DELUNA;BRASIL;20;14,9;8:00;05/MAI/2022;DRAGA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;NAUFRÁGIO;-28,48472222;-49,02722222;0;0;0;4450082753;AÇO;;
19_2022;AQUILA;1;CPRIOJ;CPRIOJ;BRASIL;174;26;16:18;29/ABR/2022;REBOCADOR;LONGO-CURSO;REBOCADOR/EMPURRADOR;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-26,48166667;-42,72638889;0;0;0;3810423351;AÇO;;
14_2022;PETROBRAS 31;1;CPMCAE;CPMCAE;PANAMÁ;13,801;321,30;11:00;26/ABR/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,12944444;-39,95138889;0;1;0;387E000615;AÇO;;
28_2022;CASTOR;4;CPSTNA;CPSTNA;LIBÉRIA;41,662;225;18:30;12/MAI/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,04055556;-51,00277778;0;0;0;SOLAS-IMO 9370197;AÇO;;
17_2022;Gavião II;4;CFAREM;CFAREM;BRASIL;90;22,18;#VALOR!;às8/05/2022;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,94250000;-55,20055556;1;0;0;230913113;AÇO;;
09_2022;SEM NOME;4;CPLUIZ;CPLUIZ;BRASIL;0;3,36;#VALOR!;14/MAIO/202;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;;0;0;1;127M2019001131;FIBRA;;
008_2022;JOSE E MARIA;3;CPCEIO;CPCEIO;BRASIL;NÃO INSCRITA;7;9:00;11/MAI/2022;BARCO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-9,98333333;-35,68472222;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
12_2022;VELAS DE ANGÉLICA;3;CPFTZA;AGCATI;BRASIL;4;7,7;0:30;16/MAI/2022;BARCO;CABOTAGEM;PESCA;MISTA;NAUFRÁGIO;-4,52388889;-37,70138889;0;0;0;1830058894;MADEIRA;NÃO POSSUI;
15_2022;HORIZON THEONI - JOSÉ ALECRIM XVII -  VDA VI;9;CPNAUS;AGITAC;LIBÉRIA;29,828;183;4:00;12/MAI/2022;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;ABALROAMENTO;-3,25972222;-58,53611111;0;0;0;SOLAS - IMO 121E001377;AÇO;;
18_2022;AMBULANCHA VIII -  BAJARA FERNANDA II;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;8,5;5:20;16/MAI/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-2,40500000;-54,71750000;0;0;0;NÃO INSCRITA;ALUMÍNIO;;
20_2022;DIAS  DE PAZ;1;CPRIOJ;CPRIOJ;BRASIL;4;7,92;9:00;14/MAI/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;COLISÃO;-22,93722222;-43,16833333;0;0;0;3820109951;FIBRA;;
15_2022;FPSO Cidade de Macaé;1;CPMCAE;CPMCAE;BAHAMAS;199,186;419,1;5:15;08/MAI/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,15583333;-40,13472222;0;1;0;381E004937;AÇO;;
5_2022;SEM NOME;8;CPFTPR;CPFTPR;BRASIL;NÃO INSCRITA;6;13:30;17/MAI/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-21,83888889;-48,92388889;1;0;0;NÃO INSCRITA;ALUMÍNIO;;
5_2022;SEM NOME;2;CFJUAZ;CFJUAZ;BRASIL;NÃO INSCRITA;4,5;16:00;16/MAI/2022;CANOA;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-10,37472222;-42,46888889;1;0;0;NÃO INSCRITA;AÇO;;
13_2022;STORM;3;CPFTZA;CPFTZA;BRASIL;2,5;7,1;13:30;14/MAI/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;-4,42611111;-37,77583333;0;3;0;4418895574;FIBRA;;
004_2022;Guilherme Vida  Dura II;6;CPUMBA;CPUMBA;BRASIL;NÃO INSCRITA;5,95;0:00;23/MAI/2022;BOTE;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;-20,19888889;-56,50194444;1;0;0;NÃO INSCRITA;ALUMÍNIO;;
13_2022;LUCIO  COSTA - BRUCUTU;1;CPVITO;CPVITO;BRASIL;6,776;112;10:20;23/MAI/2022;NM DE GASES LIQUEFEITOS;LONGO-CURSO;CARGA;MOTOR;ABALROAMENTO;-19,84222222;-40,06055556;0;0;0;SOLAS-IMO 3813904768;AÇO;;
09_2022;ZARRO;5;CFALEG;CFALEG;BRASIL;0;7,63;16:30;16/MAI/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-30,20916667;-51,18027778;1;0;0;462M2011008851;AÇO;;
10_2022;FORÇA  DA ÁGUA II;5;DELUNA;DELUNA;BRASIL;0,30;7,2;13:00;22/MAI/2022;LANCHA;INTERIOR;PESCA;MOTOR;EMBORCAMENTO;-28,84416667;-49,24083333;0;1;0;4451117348;FIBRA;;
11_2022;GUSTAVO I;8;CPAGUA;CPAGUA;BRASIL;3,6;9,5;8:30;25/MAI/2022;BARCO;INTERIOR;PESCA;MOTOR;AVARIA DE MÁQUINAS;-25,47750000;-48,07555556;0;0;0;44101174151;MADEIRA;NÃO POSSUI;
16_2022;POSH ARCADIA;1;CPMCAE;CPMCAE;BAHAMAS;35,401;405,01;13:50;22/MAI/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,11055556;-39,90138889;0;1;0;382E000510;AÇO;;
08_2022;DAIWAN CHAMPION;5;CFALEG;CFALEG;PANAMÁ;21,525;179,9;11:25;09/MAI/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-30,26750000;-51,22027778;0;0;0;SOLAS-IMO 9672222;AÇO;;
17_2022;LHUSCA;1;CPMCAE;CPMCAE;BRASIL;0;5;11:00;28/MAI/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,56638889;-42,10944444;0;0;1;387M2017000402;FIBRA;12/07/2022;
23-2022;A 007;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;11;10:00;18/MAI/2022;BARCO;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,05833333;-48,47833333;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
24-2022;Ivanildo - Paraguassu  75;4;CPBLEM;CPBLEM;BRASIL;27;14,2;#VALOR!;00MAI/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-1,71888889;-49,53555556;1;0;0;230914055;AÇO;;
19_2022;MOÇADA 2012 - GABRIELA II;4;CPBLEM;CPBLEM;BRASIL;790;46,30;3:15;19/MAI/2022;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-2,16666667;-54,87666667;0;0;0;230915728;AÇO;;
23_2022;CBO BIANCA;1;CPRIOJ;CPRIOJ;BRASIL;2,668;76,70;12:05;21/MAI/2022;SUPPLY;APOIO-MARÍTIMO;CARGA;MOTOR;QUEDA DE CARGA E/ OU EQUIPAMENTO NA ÁGUA;-22,84166667;-43,14250000;0;0;0;3813877680;AÇO;;
22_2022;AMARALINA STAR;1;CPRIOJ;CPRIOJ;PANAMÁ;56,878;218;0:00;18/MAI/2022;PLATAFORMA;APOIO-MARÍTIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-25,04027778;-42,60388889;0;3;0;381E009017;AÇO;;
21_2022;PETROBRAS 70;1;CPRIOJ;CPRIOJ;LIBÉRIA;156,423;316;19:18;17/MAI/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;INCÊNDIO;-24,95194444;-42,46833333;0;0;0;381E011615;AÇO;;
14_2022;CECÍLIA;1;CPVITO;CPVITO;BRASIL;NÃO INSCRITA;3,36;11:44;29/MAI/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-19,27500000;-41,23750000;0;3;0;341M2013005932;FIBRA;;
15_2022;FPSO  CAPIXABA;1;CPVITO;CPVITO;BAHAMAS;12,860;320,8;#VALOR!;No25 de mai;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-21,24194444;-39,96250000;0;0;0;341E000809;AÇO;;
09_2022;BELAS PRAIAS IV;1;DLCABO;DLCABO;BRASIL;18,10;13;20:30;28/MAI/2022;BOTE;INTERIOR;PESCA;MOTOR;MORTE DE PESSOAS;-22,90194444;-41,48472222;1;0;0;3420048084;MADEIRA;NÃO POSSUI;
009_2022;SEM NOME;3;CPCEIO;CPCEIO;BRASIL;NÃO INSCRITA;5;5:20;19/MAI/2022;JANGADA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;;;0;0;3;NÃO INSCRITA;FIBRA;;
35-A/2022;MSC AQUARIUS;8;CPSANT;CPSANT;CHIPRE;85,484;299,9;11:10;21/MAI/2022;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-23,99500000;-46,30861111;0;0;0;SOLAS-IMO 9262704;AÇO;;
36-A/2022;LS-04 -  ORIENTE VIII;8;CPSANT;CPSANT;BRASIL;0;31,50;13:24;27/MAI/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-23,93916667;-46,33166667;0;0;0;4019957142;FIBRA;;
08_2022;ÁGUA VIVA III;3;CPCIFE;CPCIFE;BRASIL;42;13,2;10:00;24/MAI/2022;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-8,56166667;-35,01666667;0;0;0;2210174198;FIBRA;;
08_2022;JM MOREIRA;5;DLSFSL;DLSFSL;BRASIL;0,5;5,5;14:30;28/MAI/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-0,44112500;-48,58194444;0;0;0;4420201045;ALUMÍNIO;;
4_2022;TRANSMAR  XV;3;CPNATL;CPNATL;BRASIL;7;8,43;10:47;27/MAI/2022;BOTE;CABOTAGEM;PESCA;MOTOR;AVARIA DE MÁQUINAS;-4,75000000;-37,08333333;0;0;0;2412235040;MADEIRA;NÃO POSSUI;
09_2022;SOL NASCENTE;5;DLSFSL;DLSFSL;BRASIL;1,6;8,5;19:30;25/MAI/2022;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-26,50083333;-48,75000000;0;0;0;4420222158;MADEIRA;NÃO POSSUI;
07_2022;STOLT VISION B.V;2;CPSALV;CPSALV;LIBÉRIA;15,976;158,83;0:30;31/MAI/2022;NM QUÍMICO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;-13,08361111;-38,60000000;1;0;0;SOLAS-IMO 9274329;AÇO;;
08_2022;Nord Penguin;1;DLRUCA;DLRUCA;DINAMARCA;43,810;228,99;12:00;30/MAI/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-23,00833333;-44,01666667;0;0;0;SOLAS-IMO 9687186;AÇO;;
10_2022;RIO VERDE  - JACK CHAN IV;4;CPLUIZ;AGIMPE;BRASIL;2,4;11,5;22:00;30/MAI/2022;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-5,53638889;-47,49083333;0;1;0;1270009575;MADEIRA;NÃO POSSUI;
02_2022;TENHO FÉ EM DEUS;2;DLHEUS;DLHEUS;BRASIL;4,7;9,4;22:00;02/JUN/2022;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-14,47555556;-38,96777778;0;0;0;2820081312;MADEIRA;NÃO POSSUI;
24_2022;FEDERAL TYNE;1;CPRIOJ;CPRIOJ;ILHAS MARSHALL;31,590;189,9;13:53;04/JUN/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-22,83611111;-43,13277778;0;0;0;SOLAS-IMO 9658903;AÇO;;
11_2022;JULIANA I;4;CPLUIZ;CPLUIZ;BRASIL;7;8;#VALOR!;0522 HORA N;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;;;0;0;0;1210148463;ALUMÍNIO;;
10_2022;FROTA I;5;CFALEG;CFALEG;BRASIL;370;50;15:00;06/JUN/2022;NM GRANELEIRO;INTERIOR;CARGA;MOTOR;COLISÃO;-29,94388889;-51,89361111;0;0;0;4620207578;AÇO;;
25_2022;Railson Pesca I -  SEM NOME;4;CPBLEM;CPBLEM;BRASIL;79;21,8;5:00;16/JAN/2022;BARCO;CABOTAGEM;PESCA;MOTOR;ABALROAMENTO;-1,37777778;-48,48833333;0;0;0;210199431;AÇO;;
08_2022;GANGES;5;CPGRAN;AGNDAI;BRASIL;17,2;12,15;22:10;07/JUN/2022;VELEIRO;INTERIOR;ESPORTE E RECREIO;MISTA;IMPROPRIEDADE DA EMBARCAÇÃO PARA O FIM QUE É UTILIZADA;-30,02666667;-50,00000000;0;0;0;4630022457;AÇO;;
06_2022;HURAKAN;3;CPSSOA;CPSSOA;BRASIL;47;21,84;17:40;06/JUN/2022;BARCO;INTERIOR;CARGA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-6,38333333;-33,51666667;0;0;0;220123217;MADEIRA;NÃO POSSUI;
05_2022;ALTAZ;3;CPSSOA;CPSSOA;BRASIL;93,82;25,40;16:20;06/JUN/2022;BARCO;INTERIOR;CARGA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-6,43333333;-33,45000000;0;0;0;210986468;AÇO;;
13_2022;VO ROSEIRA;5;DCPJAI;DCPJAI;BRASIL;49;18;3:30;01/JUN/2022;BOTE;INTERIOR;PESCA;MOTOR;MORTE DE PESSOAS;;;1;0;0;4430109028;MADEIRA;NÃO POSSUI;
10_2022;SIDER LIU;5;DLSFSL;DLSFSL;PANAMÁ;9,989;138,9;20:00;01/JUN/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-26,15583333;-48,41611111;0;0;0;SOLAS-IMO 9699725;AÇO;;
14_2022;ORANGE STAR;3;CPFTZA;CPFTZA;LIBÉRIA;34,432;189,9;10:43;07/JUN/2022;NM DE CARGA REFRIGERADA;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;-3,40027778;-36,50055556;1;0;0;SOLAS-IMO 9564384;AÇO;;
