Nº DE IAFN;NOME;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG EM DEC;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
13_2021;MERGULHÃO X;CPCIFE;CPCIFE;BRASIL;32;13,5;11:40:00;03/ago/21;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;ACIDENTE DE MERGULHO;;;1;0;2010081625;FIBRA;
20_2021;MARÍBIA - KEDINHO;CFAREM;CFAREM;BRASIL;33,4;17,5;00:00:00;22/abr/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-2,42305556;-54,74444444;0;0;230921051;MADEIRA;NÃO POSSUI
04_2021;RIOMAR TOUR  I;CPCAJU;CPCAJU;BRASIL;1,66;5,6;09:25:00;01/ago/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;MORTE DE PESSOA;-11,13805556;-37,1575;0;0;2610075707;FIBRA;
03_2021;Darwin;DLSEGU;DLSEGU;BRASIL;2,44;11,75;06:00:00;05/ago/21;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-29,48333333;-38,92777778;0;1;4420226277;FIBRA;
11_2021;SEM NOME;CPFPOL;CPFPOL;BRASIL;NÃO INSCRITA;A SER APURADO;16:40:00;08/ago/21;BOTE;A SER APURADO;SEM ATIVIDADE DEFENIDA;MOTOR;AVARIA DE MÁQUINAS;;;0;0;NÃO INSCRITA;A SER APURADO;A SER APURADO
10_2021;LEO SANTOS;CPFPOL;CPFPOL;BRASIL;0;3,22;10:04:00;08/ago/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-27,67111111;-48,63555556;0;0;401M2011000045;FIBRA;
19_2021;MESTRE AUGUSTO;DLANGR;DLANGR;BRASIL;78;21,6;07:30:00;05/ago/21;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,95138889;-44,39527778;0;0;3810395684;MADEIRA;NÃO POSSUI
17_2021;YARA I;CPGRAN;CPGRAN;BRASIL;332;49;04:50:00;17/ago/21;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-32,03055556;-52,08833333;0;0;4620169331;AÇO;
12_2021;THIAMAR;DLCABO;DLCABO;BRASIL;12;9,9;05:30:00;18/ago/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-22,97083333;-42,01861111;0;0;3840164303;MADEIRA;NÃO POSSUI
39_2021;SS-45 ATLANTIC STAR;CPMCAE;CPMCAE;BAHAMAS;10,607;99;17:51:00;18/ago/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,18138889;-39,96583333;1;0;387E000 135;AÇO;
07_2021;MARIA LUIZA LILI;CPSSOA;CPSSOA;BRASIL;24,7;15,2;12:00:00;21/ago/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-6,97388889;-34,86361111;0;0;2010216717;FIBRA;
50-A_2021;NETUNO II;CPSANT;CPSANT;BRASIL;0;3,22;09:35:00;15/ago/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-23,76444444;-45,89638889;0;0;401M2010001181;FIBRA;
18_2021;JEAN FILHO  XXVII - JEANY SARON XXXV  - ISABELE IV;CFPVEL;CFPVEL;BRASIL;77;17,85;04:00:00;15/ago/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-6,58333333;-62,35;0;1;001-017576-8;AÇO;
22_2021;ECOLOGIC - PORTO MOREIRA;CPRIOJ;AGPRTI;BRASIL;7,67;8,55;14:40:00;21/ago/21;TRAINEIRA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-32,2;-44,70888889;0;0;3826691351;FIBRA;
13_2021;EMILIANO;CPNATL;AGBRAN;BRASIL;2,4;7,02;06:00:00;19/ago/21;BOTE;INTERIOR;PESCA;MOTOR;ACIDENTE DE MERGULHO;-4,71833333;-36,83555556;1;0;1820025331;MADEIRA;NÃO POSSUI
11_2021;SEREIA DA PRAIA;DLSFSL;DLSFSL;BRASIL;2;9,6;20:40:00;24/ago/21;CANOA;INTERIOR;PESCA;MOTOR;COLISÃO;-26,58055556;-48,66416667;0;0;4215535972;FIBRA;
_2021;DICK VIGARISTA;CPFTPR;CPFTPR;BRASIL;0;2,65;15:30:00;21/ago/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,18694444;-51,01027778;0;0;401M2001161340;FIBRA;
31_2021;MEDUSA;CPVITO;CPVITO;ILHAS MARSHALL;43,012;228,99;15:23:00;25/ago/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-20,36666667;-40,1975;1;0;SOLAS-IMO 9461130;AÇO;
04_2021;NOSSA SENHORA  DA PENHA;CPSALV;CPSALV;BRASIL;136;23,5;06:00:00;19/ago/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;;;0;0;2818893429;MADEIRA;NÃO POSSUI
13_2021;BENEDETTA I;DCPJAI;DCPJAI;BRASIL;49,6;21,5;20:45:00;14/ago/21;TRAINEIRA;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-27,27388889;-47,96916667;0;0;3877048170;MADEIRA;NÃO POSSUI
11_2021;TUBARÃO III;DCPJAI;DCPJAI;BRASIL;0,4;4,12;16:00:00;15/ago/21;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;;0;0;4430093938;ALUMÍNIO;
12_2021;VIDA NOVA I;DCPJAI;DCPJAI;BRASIL;39;17,3;00:20:00;18/ago/21;BARCO;CABOTAGEM;PESCA;MOTOR;DESAPARECIMENTO DE PESSOA;-25,68888889;-46,84722222;0;1;4030213057;;
37_2021;IKEBANA;CPSTNA;CPSTNA;NORUEGA;45,038;199;00:00:00;31/jul/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-2,08527778;-50,99111111;0;0;SOLAS-IMO 9186209;AÇO;
16_2021;LADY SOFIA;CPFTZA;CPFTZA;BRASIL;22;10,3;16:00:00;25/ago/21;LANCHA;APOIO-MARITIMO;PASSAGEIRO E CARGA;MOTOR;INCÊNDIO;-3,69777778;-38,485;0;0;1610069732;AÇO;
15_2021;ALESSANDRO;CPFTZA;CPFTZA;BRASIL;1;6,4;17:00:00;23/ago/21;JANGADA;CABOTAGEM;PESCA;MOTOR;EMBORCAMENTO;-2,97805556;-38,95805556;0;0;161M2005000436;MADEIRA;NÃO POSSUI
40_2021;Ana Beatriz VIII;CPBLEM;CPBLEM;BRASIL;1,248;50,4;23:30:00;23/ago/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-16,75;-50,45138889;0;1;230937608;AÇO;
28_2021;LIRIO 86 -  SC 57;CFAREM;CFAREM;BRASIL;55;15,75;13:00:00;18/ago/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-2,31777778;-54,70416667;0;0;10188665;AÇO;
18/2021;OGP II;CFPVEL;CFPVEL;BRASIL;407;36;22:30:00;31/ago/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-9,36333333;-62,58555556;0;1;230107541;AÇO;
14_2021;SEXTOU - MARITIMA II;CPCIFE;CPCIFE;BRASIL;2,96;7;11:00:00;28/ago/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-7,83777778;-34,83777778;0;0;3410386211;FIBRA;
32_2021;FISHER;CPVITO;CPVITO;BRASIL;8,3;11,1;13:25:00;31/ago/21;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;DERIVA  DA EMBARCAÇÃO;-18,52333333;-39,48222222;0;0;2930012935;MADEIRA;NÃO POSSUI
20_2021;SEM NOME;CFPVEL;CFPVEL;BRASIL;A SER APURADO;A SER APURADO;23:00:00;01/set/21;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-8,73277778;-63,92555556;0;0;A SER APURADO;AÇO;
38_2021;TORM  TITAN;CPSTNA;CPSTNA;DINAMARCA;29,609;183;02:30:00;31/ago/21;NM PETROLEIRO;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-11,05833333;-51,10277778;0;0;SOLAS-IMO 9712319;AÇO;
13_2021;DOM  SEBASTIAO;DLCABO;DLCABO;BRASIL;75;21;11:30:00;31/ago/21;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,69888889;-41,86666667;1;0;4010330236;MADEIRA;NÃO POSSUI
15_2021;PEDRINHO;CPCIFE;CPCIFE;BRASIL;6,2;10;06:00:00;29/ago/21;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-8,19805556;-34,85083333;0;0;2210138507;MADEIRA;NÃO POSSUI
23_2021;NOVO  MILÊNIO-I;DLANGR;DLANGR;BRASIL;7,9;8,05;16:00:00;30/ago/21;TRAINEIRA;INTERIOR;PASSAGEIRO;MOTOR;DESAPARECIMENTO DE EMBARCAÇÃO;;;0;0;3826667948;MADEIRA;NÃO POSSUI
41_2021;São Domingos III SD;CPBLEM;CPBLEM;BRASIL;721;50;23:00:00;27/ago/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,63138889;-49,22083333;1;0;210316926;AÇO;
40_2021;LH COLOSSO;CPMCAE;AGSJBA;BRASIL;301,38;29,5;00:00:00;26/ago/21;REBOCADOR;APOIO-MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-30,80916667;-40,99222222;0;0;3813884252;AÇO;
29_2021;Safira - SEM NOME;CFAREM;CFAREM;BRASIL;7;9,4;22:30:00;29/ago/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-4,30388889;-55,99888889;0;0;A0011428287;ALUMÍNIO;
30_2021;SEM NOME;CPNAUS;AGTEFE;BRASIL;NÃO INSCRITA;6;17:00:00;21/ago/21;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,18;-64,80666667;0;2;NÃO INSCRITA;MADEIRA;NÃO POSSUI
31_2021;SC 20 -  SC 63 -  SC58 e OUTRAS;CPNAUS;AGITAC;BRASIL;108;19,24;19:00:00;30/jul/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-4,20666667;-59,38416667;0;0;11469447;AÇO;
27_2021;SEM NOME;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;05:44:00;16/ago/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,44583333;-56,4075;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
26_2021;DEUS ME AMA;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;13;09:05:00;08/ago/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-2,51111111;-56,34444444;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
10_2021;VOGT - BRANDO;CFALEG;CFALEG;BRASIL;MIUDA;7;20:30:00;25/ago/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-27,1825;;0;0;462M2019007278;ALUMÍNIO;
08_2021;BRAVO 4;CPSSOA;CPSSOA;BRASIL;19;10;01:00:00;03/set/21;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;DERIVA  DA EMBARCAÇÃO;-7,1;-34,76111111;0;0;2010220684;FIBRA;
34_2021;ÁGUAS CLARAS;CPVITO;CPVITO;BRASIL;7,9;10;03:40:00;04/set/21;TRAINEIRA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,69166667;-40,43333333;0;0;3850011411;MADEIRA;NÃO POSSUI
27_2021;FRAN & LEO;DLANGR;DLANGR;BRASIL;17;14,97;16:00:00;07/set/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-22,96444444;-44,43444444;0;0;4410460650;FIBRA;
26_2021;MARE ALTA VI;DLANGR;DLANGR;BRASIL;27;21;06:30:00;07/set/21;ESCUNA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;COLISÃO;-23,00805556;-44,31555556;0;0;3825415112;MADEIRA;NÃO POSSUI
25_2021;FLAMI;DLANGR;DLANGR;BRASIL;0,1;16,7;15:30:00;04/set/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-27,08333333;-44,24055556;0;0;3810498483;FIBRA;
24_2021;NEQETAE;DLANGR;DLANGR;BRASIL;MIUDA;7,92;14:00:00;04/set/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-38;-44,36722222;0;0;3826671091;FIBRA;
19_2021;O MARINHEIRO NETO;CPLUIZ;CPLUIZ;BRASIL;3;7,5;17:30:00;04/set/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,73138889;-42,80805556;0;0;1210142899;FIBRA;
33_2021;TRÊS ANJOS;CPNAUS;AGITAC;BRASIL;NÃO INSCRITA;23,7;09:00:00;29/ago/21;FLUTUANTE;INTERIOR;SEM ATIVIDADE DEFENIDA;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-3,14611111;-58,45222222;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
05_2021;CAPITÃO JACK;CPSALV;CPSALV;BRASIL;5,96;10,2;10:20:00;05/set/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-12,81583333;-38,56416667;0;0;2818906393;FIBRA;
10_2021;PROFESSOR HARRI;CPFOZU;CPFOZU;BRASIL;MIUDA;6,12;13:00:00;06/set/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;;;0;0;9610139914;FIBRA;
17_2021;J. PAULO;CPFTZA;CPFTZA;BRASIL;1;4,69;17:30:00;27/ago/21;JANGADA;INTERIOR;PESCA;VELA;EMBORCAMENTO;-4,03333333;-38,15;0;0;161M2007005217;MADEIRA;NÃO POSSUI
09_2021;J SANTOS - ALICE;CPAGUA;CPAGUA;BRASIL;0;3,53;12:00:00;05/set/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-25,57388889;-48,30361111;1;0;421M2019001879;FIBRA;
21_2021;São Miguel do Iguaçu - sem nome - Euclides Queiroz - Isabele XVI - Conave XIV - outras;CFPVEL;CFPVEL;BRASIL;91;18;21:00:00;03/set/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-7,02138889;-62,76111111;0;0;10200878;AÇO;
23_2021;HAPPY DAY V;CPRIOJ;AGPRTI;BRASIL;5,8;11,58;14:00:00;07/set/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,2625;-44,55944444;0;0;3860013556;FIBRA;
42_2021;Arca da Aliança II -  katana I;CPBLEM;CPBLEM;BRASIL;3;9,07;15:00:00;07/set/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-1,47888889;-48,47722222;0;0;4030237096;FIBRA;
10_2021;BEJEVAL;DLTIAO;DLTIAO;BRASIL;MIUDA;4,99;06:00:00;04/set/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;403M2012004187;FIBRA;
14_2021;MTANOS SEIF;DCPJAI;DCPJAI;BRASIL;231;35,7;15:00:00;25/ago/21;BARCO;CABOTAGEM;PESCA;MOTOR;AVARIA DE GOVERNO;-26,90111111;-48,66138889;0;0;4430122270;MADEIRA;NÃO POSSUI
40_2021;SEM NOME;CPSTNA;AGOQUE;BRASIL;0;13;09:00:00;30/ago/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;;;0;0;NÃO INSCRITA;ALUMÍNIO;
14_2021;ORIENTE TIGER;CPNATL;AGBRAN;BRASIL;23,46;180;11:10:00;04/set/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;COLISÃO;-4,81666667;-37,04527778;0;0;SOLAS-IMO 9467562;AÇO;
41_2021;FLA FLU;CPMCAE;AGSJBA;BRASIL;MIUDA;6,5;14:30:00;05/set/21;CANOA;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,62916667;-41,04083333;0;0;388M2017000031;MADEIRA;NÃO POSSUI
33_2021;MEDUSA;CPVITO;CPVITO;ILHAS MARSHALL;43,012;228,29;09:00:00;01/set/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;COLISÃO;-20,7825;-40,57027778;0;0;SOLAS-IMO 9461130;AÇO;
10_2021;Veloz;CPFTPR;CPFTPR;BRASIL;0;3,85;14:30:00;05/set/21;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-21,38361111;-49,51916667;0;0;405M2020014449;FIBRA;
07_2021;SEM NOME;DLHEUS;DLHEUS;BRASIL;NÃO INSCRITA;5;09:00:00;08/set/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-14,805;-39,04861111;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
12_2021;COSCO SHIPPING HONOR;DLSFSL;DLSFSL;CHINA;40,25;201,8;10:33:00;10/set/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;AVARIA NA CARGA;-30,23416667;-48,63861111;0;0;SOLAS-IMO HK-5450;AÇO;
30_2021;MICHELLE E LORENZO;CFBELZ;CFBELZ;BRASIL;0;3,37;12:30:00;12/set/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-19,89916667;-44,13583333;1;0;341M2012001830;FIBRA;
08_2021;Coqueiro;DLPIRA;DLPIRA;BRASIL;MIUDA;5;16:40:00;12/set/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-17,38138889;-44,93916667;0;0;941M2020003205;ALUMÍNIO;
11_2021;ITAPIRANGA;CFALEG;CFALEG;BRASIL;139;36;20:00:00;13/set/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-27,18527778;-53,71555556;1;0;9810096941;AÇO;
41_2021;SEM NOME;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;18:00:00;12/set/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ABALROAMENTO;;;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
43_2021;PETROBRAS 33;CPMCAE;CPMCAE;PANAMÁ;133,707;321;14:17:00;19/set/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ABALROAMENTO;-22,37166667;-40,02472222;0;0;387E000909;AÇO;
24_2021;ELKA PARANA;CPRIOJ;CPRIOJ;MALTA;88,393;278,3;00:43:00;16/set/21;NM PETROLEIRO;CABOTAGEM;CARGA;MOTOR;AVARIA DE MÁQUINAS;-25,60277778;-42,82055556;0;0;SOLAS-IMO 403E000807;AÇO;
43_2021;Bom Jesus XII - Dona Shirley;CPBLEM;CPBLEM;BRASIL;1,058;51,2;05:00:00;30/ago/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ABALROAMENTO;-1,47861111;-48,48694444;0;0;230918042;AÇO;
39_2021;SEM N4;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;20:59:00;06/set/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;0;NÃO INSCRITA;A SER APURADO;
32_2021;PA XLIX - PA XXIV;CPNAUS;CPNAUS;BRASIL;379;35;20:00:00;24/ago/21;BARCO;INTERIOR;A SER APURADO;MOTOR;INCÊNDIO;;;0;0;A SER APURADO;A SER APURADO;
15_2021;PESQUEIRO CENTRAL;CPNATL;CPNATL;BRASIL;9;9,24;12:00:00;10/set/21;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTE DE MERGULHO;-5,80194444;-35,02444444;0;0;1818890577;MADEIRA;NÃO POSSUI
51-A_2021;ENIGMA  I;CPSANT;CPSANT;BRASIL;1;13,68;14:00:00;26/ago/21;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA  DA EMBARCAÇÃO;-25,75805556;-46,87027778;0;0;4215545404;FIBRA;
42_2021;SAPURA ESMERALDA;CPMCAE;CPMCAE;BRASIL;12,061;133;12:50:00;09/set/21;SUPPLY;APOIO-MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,44444444;-40,05527778;1;0;3813901891;AÇO;
14_2021;FIGUEIRA;DLCABO;DLCABO;BRASIL;30;17,6;07:30:00;15/set/21;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-22,97416667;-42,01722222;0;0;3822936332;MADEIRA;NÃO POSSUI
06_2021;FORTE DE SÃO MARCOS;CPSALV;CPSALV;BRASIL;6,94;123,98;09:00:00;09/set/21;NM DE GASAS LIQUEFEITOS;LONGO - CURSO;CARGA;MOTOR;INCÊNDIO;-12,75833333;-38,50277778;0;0;SOLAS-IMO 9268679;AÇO;
30_2021;Marcela Sousa - Ama  I;CFAREM;CFAREM;BRASIL;0;3,31;15:20:00;10/set/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-2,705;-55,37111111;5;0;021M2016000743;FIBRA;
52-A_2021;GARCIA - ZANDONA;CPSANT;CPSANT;BRASIL;0;3,27;11:30:00;07/set/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,99083333;-46,2125;0;0;382M2014000625;FIBRA;
004_2021;CUBANA II;CFINGA;CFINGA;BRASIL;2,7;7,5;09:00:00;14/set/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-3,43944444;-68,77638889;0;1;40521186;ALUMÍNIO;
10_2021;ANJOS DO MAR;CPAGUA;CPAGUA;BRASIL;5,6;10;18:30:00;09/set/21;BARCO;CABOTAGEM;PESCA;MOTOR;AVARIA DE GOVERNO;-25,85583333;-48,54194444;0;0;4420117273;MADEIRA;NÃO POSSUI
25_2021;ETROBRAS 76;CPRIOJ;CPRIOJ;LIBÉRIA;40,8;332;11:08:00;06/set/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-24,68388889;-42,50583333;1;0;421E000325;AÇO;
45_2021;SEM NOME;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;08:15:00;19/set/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;-2,83722222;-49,11333333;0;0;NÃO INSCRITA;ALUMÍNIO;
44_2021;JR 8;CPBLEM;CPBLEM;BRASIL;8;11;03:00:00;10/set/21;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-1,48527778;-48,73972222;0;0;21100416,2;MADEIRA;NÃO POSSUI
_2021;BW MAGNA;CPMCAE;CPMCAE;SINGAPURA;116,047;285,64;00:53:00;16/jun/21;NM DE GASAS LIQUEFEITOS;LONGO - CURSO;CARGA;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-21,835;-40,99361111;0;0;SOLAS-IMO 387E002014;AÇO;
43_2021;SARGITTARIUS;CPSTNA;CPSTNA;PANAMÁ;38,849;225;23:15:00;19/set/21;NM  DE CARGA GERAL;CABOTAGEM;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-0,05722222;-50,96722222;0;0;SOLAS-IMO 9316866;AÇO;
18_2021;SHALON - SINAI;CPFTZA;CPFTZA;BRASIL;1;5,6;08:30:00;19/set/21;JANGADA;CABOTAGEM;PESCA;MOTOR;ABALROAMENTO;-19,61666667;-38,40333333;0;0;161M2020000321;MADEIRA;NÃO POSSUI
35_2021;PRESENTE DE DEUS XI;CPVITO;CPVITO;BRASIL;7;10;07:00:00;19/set/21;BOTE;INTERIOR;PESCA;MOTOR;EXPLOSÃO;-20,05527778;-40,1925;3;0;3877052771;MADEIRA;NÃO POSSUI
42_2021;OWL 6;CPSTNA;CPSTNA;ILHAS MARSHALL;85,39;128;18:00:00;16/set/21;NM PETROLEIRO;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-9,03333333;-51,005;0;0;SOLAS-IMO 9340350;AÇO;
13_2021;SEM NOME;DLSFSL;DLSFSL;BRASIL;NÃO INSCRITA;7,2;17:00:00;21/set/21;BOTE;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-26,45055556;-48,58444444;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
26_2021;ARK;CPRIOJ;CPRIOJ;BRASIL;239;30,5;18:00:00;21/set/21;BALSA;INTERIOR;PASSAGEIRO;SEM PROPULSÃO;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-22,94444444;-43,1675;0;0;3813914283;MADEIRA;NÃO POSSUI
44_2021;SÃO LUIS -TEMPESTADE-C - RELAMPAGO;CPMCAE;CPMCAE;BRASIL;153;21,9;03:20:00;21/set/21;REBOCADOR;APOIO-MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;;;0;0;810513041;AÇO;
18_2021;MARIA CLARA;CPGRAN;CPGRAN;BRASIL;7;10,15;08:30:00;22/set/21;BOTE;INTERIOR;PESCA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-32,14972222;-52,1;0;0;4430498440;MADEIRA;NÃO POSSUI
14_2021;SR 10;CFCUIA;CFCUIA;BRASIL;A SER APURADO;6;13:15:00;18/set/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-17,36722222;-56,78555556;0;0;483M2021004561;ALUMÍNIO;
