Nº DE IAFN;NOME;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG EM DEC;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
19_2021;ULTRA PANTHER;CPSTNA;CPSTNA;PANAMÁ;44,251;229;22:30:00;27/mar/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,05555556;-50,98388889;0;0;SOLAS-IMO9375939;AÇO;
15_2021;ENERGY COSMOS;CPVITO;CPVITO;PANAMÁ;44,17;228,9;11:55:00;31/mar/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-20,29166667;-40,24555556;0;0;SOLAS-IMO 9878151;AÇO;
08_2021;JARARACA V - MUTUM III;CFPVEL;AGIRIM;BRASIL;0,6;6;16:00:00;01/abr/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ABALROAMENTO;-10,89277778;-65,25111111;2;0;40034011;ALUMÍNIO;
16_2021;PETROBRAS 63;CPMCAE;CPMCAE;ILHAS MARSHALL;161,812;347,3;08:45:00;03/abr/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,50222222;-41,05222222;1;0;461E000954;AÇO;
07_2021;SKYROS;CFAREM;CFAREM;GRÉCIA;14,781;154,35;08:00:00;06/abr/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-2,41444444;-54,73777778;0;0;SOLAS-IMO 9177985;AÇO;
18_2021;Califórnia II - Marcia Marcy;CPBLEM;CPBLEM;BRASIL;364;60,2;21:30:00;21/mar/21;FERRY BOAT;INTERIOR;CARGA;MOTOR;NAUFRÁGIO;-1,49888889;-48,66583333;0;0;11452145;AÇO;
17_2021;Rodrigues  Senna;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;13:20:00;05/abr/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;-1,71555556;-49,26083333;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
04_2021;Hardcore;CPFOZU;CPFOZU;BRASIL;A SER APURADO;8,2;17:45:00;28/mar/21;LANCHA;INTERIOR;A SER APURADO;MOTOR;INCÊNDIO;-25,50444444;-53,38027778;0;0;A SER APURADO;A SER APURADO;
03_2021;MINHA DEUSA;CPFTZA;CPFTZA;BRASIL;37;14,73;13:30:00;26/fev/21;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;-3,72166667;-38,49416667;0;0;2810259275;MADEIRA;NÃO POSSUI
10_2021;DIST CAMETÁ - DONA ANA;CPNAUS;CPNAUS;BRASIL;1;7,4;20:30:00;23/mar/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-2,78666667;-57,10222222;0;0;/012-076924-7;ALUMÍNIO;
06_2021;KEM KI WAI I;DLSFSL;DLSFSL;BRASIL;18;12,84;00:00:00;02/abr/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;QUEDA DE CARGA E / OU EQUIPAMENTO NA ÁGUA;-26,70583333;-48,60083333;0;0;4430486590;FIBRA;
04_2021;CLAUDIA;CFALEG;CFALEG;BRASIL;108;43;07:30:00;06/abr/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;SEM PROPULSÃO;QUEDA DE VEÍCULO NA ÁGUA;-29,95305556;-51,72333333;0;0;4620807311;AÇO;
06_2021;BELCARGO;CPFTZA;CPFTZA;NORUEGA;32,387;190;07:10:00;07/abr/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;INCÊNDIO;-3,53361111;-38,78583333;1;0;SOLAS-IMO 9403061;AÇO;
10_2021;MIMIMI II;DLANGR;DLANGR;BRASIL;8;11;16:50:00;08/abr/21;TRAINEIRA;CABOTAGEM;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;-23,26166667;-44,10111111;0;0;3870050519;MADEIRA;
16_2021;SEM NOME;CPVITO;CPVITO;BRASIL;NÃO INSCRITA;3;09:00:00;05/abr/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;MORTE DE PESSOA;-20,31;-40,36083333;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
03_2021;MARIANO FERREIRA I/;DLPIRA;DLPIRA;BRASIL;2,9;7,6;18:55:00;08/abr/21;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;EMBORCAMENTO;;;0;0;9410009448;AÇO;
02_2021;Vale Encantado;CPCEIO;CPCEIO;BRASIL;NÃO INSCRITA;A SER APURADO;22:00:00;02/abr/20;JANGADA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;DERIVA  DA EMBARCAÇÃO;-9,29027778;-35,35111111;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
21_2021;GREAT  SPIRIT;CPSTNA;CPSTNA;HONG KONG;34,508;200;23:00:00;10/abr/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,05333333;-50,99111111;0;0;SOLAS-IMO 9860233;AÇO;
3_2021;XAVIER;CPCEIO;CPCEIO;BRASIL;7,4;10,7;07:00:00;08/abr/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;;;0;0;2412229716;FIBRA;
07_2021;WL KIRILLOV - VENCEDOR III;CPGRAN;CPGRAN;MALTA;24,198;18,3;06:59:00;12/abr/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ABALROAMENTO;-32,12972222;-52,09944444;0;0;SOLAS-IMO9720263;AÇO;
5_2021;OESTE FISHING;CPFOZU;CPFOZU;BRASIL;MIÚDA;5,5;16:12:00;11/abr/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;DEFICIÊNCIA DE ABASTECIMENTO;;;0;0;9410465478;FIBRA;
5_2021;SONHO MEU;CFALEG;CFALEG;BRASIL;MIÚDA;3,57;13:30:00;10/abr/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-29,98722222;-51,27;0;0;462M2021000141;FIBRA;
2_2021;FATIH;CPAGUA;CPAGUA;MALTA;23,204;180;20:31:00;03/abr/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;14,67972222;-17,42277778;0;0;SOLAS-IMO 9579327;AÇO;
12_2021;LEÃO DE JUDÁ V - SEM NOME;CPNAUS;AGTEFE;BRASIL;NÃO INSCRITA;A SER APURADO;12:00:00;09/abr/21;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-3,33472222;-64,68361111;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
11_2021;LA MER;DLANGR;DLANGR;BRASIL;0,1;11,18;22:00:00;30/mar/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,01888889;-44,30388889;0;0;3810511757;FIBRA;
20_2021;Oásis II;CPBLEM;CPBLEM;BRASIL;7,4;10,85;12:00:00;10/abr/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-1,32583333;-48,43166667;0;0;211005835;FIBRA;44468
19_2021;Vovô Leleco;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;15:11:00;11/abr/21;LANCHA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;-1,86388889;-50,94722222;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
07_2021;NAVI - PESCADOR;CPCIFE;CPCIFE;BRASIL;82;14,63;17:43:00;12/abr/21;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;;;0;0;1210144182;MADEIRA;NÃO POSSUI
06_2021;MESTRE ZEUS;DLRUCA;DLRUCA;BRASIL;18;11,8;23:30:00;12/abr/21;TRAINEIRA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;AVARIA DE MÁQUINAS;-23,1175;-43,86694444;0;0;3830102364;MADEIRA;NÃO POSSUI
01_2021;VALSA;CPSSOA;CPSSOA;BRASIL;0;3,34;14:00:00;13/abr/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-6,73333333;-34,88333333;0;0;181M2011000784;FIBRA;
13_2021;REM TOMAZ I -  BAL TOMAZ II -  REM TOMAZ III - BALSA NAZARÉ ALMEIDA;CPNAUS;CPNAUS;BRASIL;18;13,15;14:30:00;19/mar/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-3,30583333;-60,50444444;0;0;60027762;AÇO;
14_2021;SEM NOME;CPNAUS;AGITAC;BRASIL;NÃO INSCRITA;6;14:30:00;10/jan/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-4,37055556;-59,58888889;0;0;NÃO INSCRITA;ALUMÍNIO;
04_2021;SEM NOME;DLPIRA;DLPIRA;BRASIL;NÃO INSCRITA;A SER APURADO;16:00:00;17/abr/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;;;0;0;NÃO INSCRITA;ALUMÍNIO;
07_2021;WS BELLATRIX;DLTIAO;DLTIAO;BRASIL;268;24,47;02:35:00;10/abr/21;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-23,80361111;-45,38888889;0;0;3813895068;AÇO;
22_2021;RAIMILLY - ENDRICK E ALINE;CPSTNA;CPSTNA;BRASIL;1;10,3;05:00:00;07/abr/21;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ABALROAMENTO;3,88277778;-51,79888889;0;0;220078505;ALUMÍNIO;
21_2021;Irapoema;CPBLEM;CPBLEM;BRASIL;35,9;18;13:00:00;15/abr/21;BALSA;INTERIOR;CARGA;MOTOR;NAUFRÁGIO;-1,52083333;-49,21861111;0;0;220033561;AÇO;
06_2021;CISNE BRANC - PORTO ALEGRE 10;CFALEG;CFALEG;BRASIL;215;38,26;13:05:00;17/abr/21;NM DE PASSAGEIRO;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-30,035;-51,24222222;0;0;4620169641;AÇO;
05_2021;SEM NOME;DLGUAI;DLGUAI;BRASIL;A SER APURADO;A SER APURADO;05:30:00;15/abr/21;BOTE;INTERIOR;A SER APURADO;MOTOR;ABALROAMENTO;-23,39861111;-53,81416667;4;0;A SER APURADO;ALUMÍNIO;
09_2021;BERTOLINI XXXVIII - BERTOLINI CCXLIL - BERTOLINI DXLI - SEM NOME - SEM NOME;CFPVEL;CFPVEL;BRASIL;85;19,3;04:30:00;11/abr/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-8,66305556;-63,91361111;0;0;10205527;AÇO;
03_2021;JOÃO CÂNDIDO;CPSALV;CPSALV;BRASIL;81,429;274,2;23:30:00;18/abr/21;NM PETROLEIRO;CABOTAGEM;CARGA;MOTOR;INCÊNDIO;-12,97972222;-38,57666667;0;0;SOLAS-IMO 9453315;AÇO;
13_2021;ROQUE XX;CPRIOJ;CPRIOJ;BRASIL;0;3,54;18:30:00;15/abr/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ADERNAMENTO;-23,01583333;-43,28805556;0;0;381M2012004074;FIBRA;
23_2021;GIRLEY;CPSTNA;CPSTNA;BRASIL;7,9;12,6;23:00:00;15/abr/21;BARCO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;4,01527778;-51,69805556;0;0;220040613;MADEIRA;NÃO POSSUI
16_2021;PRINCESA GABRIELA;CPNAUS;AGTINS;BRASIL;NÃO INSCRITA;6;13:00:00;11/abr/21;LANCHA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;COLISÃO;-2,82694444;-57,06;0;0;NÃO INSCRITA;ALUMÍNIO;
15_2021;SEM NOME;CPNAUS;AGTEFE;BRASIL;NÃO INSCRITA;6;01:30:00;16/abr/21;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,36861111;-64,76777778;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
06_2021;VERUSKA;CPFOZU;CPFOZU;BRASIL;28;11;22:00:00;14/abr/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ENCALHE;-27,29555556;-55,90472222;0;0;9620135580;AÇO;
10_2021;MAYIM HAYIM;CFPVEL;CFPVEL;BRASIL;0;3,36;15:00:00;18/abr/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-8,815;-63,70138889;1;0;003M2019002314;FIBRA;
17_2021;Petrobras  51;CPMCAE;CPMCAE;ILHAS MARSHALL;64,018;127;05:00:00;21/abr/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;MORTE DE PESSOA;-22,63388889;-40,09305556;0;0;382E00016 1;AÇO;
22_2021;Tenente Daniel Bazoli - Itupanema;CPBLEM;CPBLEM;BRASIL;162;16,25;05:00:00;19/abr/21;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,84194444;-48,09972222;0;0;211016870;AÇO;
11_2021;PATROKLOS - AMAGGI 12;CPNAUS;AGITAC;LIBÉRIA;44,043;229;00:25:00;07/abr/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ABALROAMENTO;-3,14444444;-58,51805556;0;0;SOLAS-IMO 9729893;AÇO;
18_2021;EMANOELA;CPMCAE;CPMCAE;BRASIL;A SER APURADO;9,98;01:00:00;22/abr/21;TRAINEIRA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-22,40444444;-41,68583333;0;2;3877049303;MADEIRA;NÃO POSSUI
02_2021;SEM NOME;CPFTPR;CPFTPR;BRASIL;A SER APURADO;A SER APURADO;20:55:00;20/abr/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-19,87666667;-50,32666667;0;0;A SER APURADO;ALUMÍNIO;
23_2021;P221921Z/ABR/2021;CPBLEM;CPBLEM;BRASIL;73;73;18:30:00;21/abr/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;MORTE DE PESSOA;-1,68888889;-50,48888889;0;0;11452722;AÇO;
01_2021;MAK;DLSEGU;DLSEGU;BRASIL;15,5;11;18:30:00;20/abr/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;VARAÇÃO;16,65416667;-39,09555556;0;0;3826668731;FIBRA;
4_2021;MARBETH;DLCABO;DLCABO;BRASIL;8,7;10;10:00:00;23/abr/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,88583333;-42,00611111;0;0;4030198414;FIBRA;
24_2021;Valetiny - Faith;CPBLEM;CPBLEM;BRASIL;8;10,3;15:30:00;21/abr/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-1,48944444;-48,46333333;0;0;3840164583;FIBRA;
6_2021;SEM NOME;CPFPOL;CPFPOL;BRASIL;NÃO INSCRITA;A SER APURADO;09:29:00;09/abr/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;SEM PROPULSÃO;EMBORCAMENTO;-27,38166667;-48,41472222;0;0;NÃO INSCRITA;A SER APURADO;NÃO POSSUI
3_2021;BITURUNA;CPAGUA;CPAGUA;BRASIL;2,3;7,15;11:00:00;24/abr/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-25,51944444;-48,295;0;0;4211465252;FIBRA;
07_2021;SEM NOME;CFCUIA;CFCUIA;BRASIL;A SER APURADO;A SER APURADO;14:30:00;15/abr/21;A SER APURADO;INTERIOR;A SER APURADO;A SER APURADO;ABALROAMENTO;;;0;0;A SER APURADO;A SER APURADO;NÃO POSSUI
06_2021;SEM NOME;CFCUIA;CFCUIA;BRASIL;NÃO INSCRITA;A SER APURADO;17:00:00;03/abr/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-15,7375;-48,7;0;0;NÃO INSCRITA;ALUMÍNIO;
01_2021;MONTE HOREBE - FERNANDA CABRAL - FOGÁS XXXIV;CFINGA;CFINGA;BRASIL;448;107,3;13:40:00;22/abr/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ADERNAMENTO;-3,47916667;-69,26555556;0;0;11440279;AÇO;
17_2021;JUMAR;CPVITO;CPVITO;BRASIL;0;3,27;14:20:00;25/abr/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,29416667;-40,28861111;1;0;341M2013001066;FIBRA;
5_2021;MINZOCA;DLCABO;DLCABO;BRASIL;9,8;9,9;14:15:00;26/abr/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,87472222;-42,01805556;0;0;3813898644;FIBRA;
14_2021;BARRA  BUF;CPRIOJ;CPRIOJ;BRASIL;0,98;6;11:04:00;03/jan/21;BOTE;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-23,00555556;-43,31027778;0;0;3813910539;ALUMÍNIO;
21_2021;HANG X;CPMCAE;AGSJBA;BRASIL;0;3,22;14:30:00;11/abr/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-21,77833333;-41,52305556;1;0;381M2014001580;FIBRA;
20_2021;CARDOSO;CPMCAE;AGSJBA;BRASIL;MIÚDA;5,4;06:30:00;26/abr/21;CANOA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-21,61527778;-41,04694444;0;0;387M2012000615;MADEIRA;NÃO POSSUI
19_2021;BW MAGNA;CPMCAE;AGSJBA;SINGAPURA;116,047;285,64;17:25:00;22/abr/21;NM DE GASAS LIQUEFEITOS;LONGO - CURSO;CARGA;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-21,835;-40,99361111;0;0;SOLAS-IMO 387E002014;AÇO;
02_2021;9 de Julho;CPUMBA;CPUMBA;BRASIL;33;17;04:00:00;27/abr/21;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-18,85083333;-57,66638889;0;0;4810079236;AÇO;
08_2021;TREVO  - NIRVANA III;CFAREM;CFAREM;BRASIL;22;15;06:00:00;21/abr/21;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,19055556;-54,76361111;0;1;10207236;AÇO;
07_2021;Avalon;DLRUCA;DLRUCA;BRASIL;9,6;10;16:30:00;03/mai/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-23,23361111;-43,94666667;0;0;3810151688;MADEIRA;NÃO POSSUI
01_2021;DÓLAR II;DELUNA;DELUNA;BRASIL;0;3,31;12:00:00;27/abr/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-28,16388889;-48,73388889;0;0;462M2021002195;FIBRA;
22_2021;PETROBRAS 31;CPMCAE;CPMCAE;PANAMÁ;13,805;321,3;19:50:00;21/abr/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;INCÊNDIO;-22,12944444;-39,95138889;0;0;387E000615;AÇO;
27-A_2021;STEEL GRACE;CPSANT;CPSANT;ILHAS MARSHALL;36,206;199,9;05:30:00;27/mar/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,96555556;-46,3;1;0;SOLAS-IMO9700330;AÇO;
26-A_2021;PALMAS II;CPSANT;CPSANT;BRASIL;114;22,84;19:00:00;25/mar/21;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,95861111;-4618,333333;1;0;3810458627;AÇO;
28-A_2021;LS-03 - GRANDE VITÓRIA;CPSANT;CPSANT;BRASIL;316;31,5;06:30:00;28/mar/21;BARCO;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-23,93722222;-46,31166667;0;0;4019954984;FIBRA;
04_2021;GUARAGUAÇU;CPAGUA;CPAGUA;BRASIL;290;38,4;08:00:00;27/abr/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;AVARIA DE MÁQUINAS;-25,86305556;-48,57111111;0;0;4210197297;AÇO;
25_2021;PJ - I - Canoa do Bibi XVIII - Angelim - T-238 - CNA-236 - E-100;CPBLEM;CPBLEM;BRASIL;161;22,45;00:20:00;24/abr/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,3125;-48,49944444;0;0;11467941;AÇO;
31-A_2021;CHRISTINA B;CPSANT;CPSANT;LIBÉRIA;40,424;225;13:05:00;02/abr/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ACIDENTE COM ESCADA DE PORTALÓ;-23,94333333;-46,3125;0;0;SOLAS-IMO 9304162;AÇO;
30-A_2021;CISNE BRANCO WP;CPSANT;CPSANT;BRASIL;35;13;11:48:00;30/mar/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-24,24833333;-46,89277778;0;0;4830332361;MADEIRA;NÃO POSSUI
29-A_2021;CAROLYN;CPSANT;CPSANT;BRASIL;0;5;15:26:00;30/mar/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA  DA EMBARCAÇÃO;-24,05;-46,26666667;0;0;401M2001081184;ALUMÍNIO;
26_2021;mar/32;CPBLEM;CPBLEM;BRASIL;14;11;17:09:00;25/abr/21;BARCO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,71388889;-46,34166667;0;1;1210106370;FIBRA;
01_2021;SEM NOME;CFBELZ;CFBELZ;BRASIL;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-20,14027778;-44,51916667;0;0;A SER APURADO;A SER APURADO;
25_2021;MI CHUPI;CPSTNA;CPSTNA;VENEZUELA;67,16;18,3;12:50:00;13/abr/21;BARCO;A SER APURADO;PESCA;MOTOR;EMPREGO DA EMBARCAÇÃO EM ILÍCITO PENAL OU FAZENDÁRIO;-5,23444444;-50,92611111;0;0;ADSS-PE-0314;MADEIRA;NÃO POSSUI
24_2021;DON JACINTO;CPSTNA;CPSTNA;VENEZUELA;64,93;17,6;10:30:00;18/mar/21;BARCO;A SER APURADO;PESCA;MOTOR;EMPREGO DA EMBARCAÇÃO EM ILÍCITO PENAL OU FAZENDÁRIO;-4,10666667;-49,61611111;0;0;ARSH-PE-0053;MADEIRA;NÃO POSSUI
003_2021;Mamba Negra - Beira-Rio II;CPUMBA;CPUMBA;BRASIL;0,4;5,16;16:00:00;01/mai/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-19,78194444;-56,7675;3;0;4810188388;ALUMÍNIO;
07_2021;SEM NOME;CPFOZU;CPFOZU;BRASIL;A SER APURADO;A SER APURADO;13:00:00;01/mai/21;BOTE;INTERIOR;A SER APURADO;MOTOR;EMBORCAMENTO;;;0;0;A SER APURADO;A SER APURADO;
03_2021;SÃO MATHEUS;CPSSOA;CPSSOA;BRASIL;4,2;7,5;20:00:00;28/abr/21;BOTE;INTERIOR;PESCA;MOTOR;AVARIA DE MÁQUINAS;-7,09916667;-34,76583333;0;0;2010077318;MADEIRA;NÃO POSSUI
02_2021;SEM NOME;CPSSOA;CPSSOA;BRASIL;NÃO INSCRITA;NÃO INSCRITA;14:20:00;26/abr/21;JANGADA;INTERIOR;PESCA;MOTOR;AVARIA DE MÁQUINAS;-6,97277778;-34,78611111;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
15_2021;BATUÍRA;CPRIOJ;CPRIOJ;BRASIL;4,106;87,4;05:30:00;29/abr/21;SUPPLY;APOIO-MARITIMO;CARGA;MOTOR;INCÊNDIO;-22,96861111;-43,13111111;0;0;3813886140;AÇO;
08_2021;Cascudo;CPFOZU;CPFOZU;BRASIL;MIÚDA;A SER APURADO;09:15:00;02/mai/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;961M2018003987;ALUMÍNIO;
08_2021;SANTA  FÉ;DLTIAO;DLTIAO;BRASIL;MIÚDA;6,9;23:15:00;01/mai/21;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-23,53944444;-44,92833333;0;0;442M2015005962;MADEIRA;NÃO POSSUI
03_2021;Rei Dos Rios;CPFTPR;CPFTPR;BRASIL;MIÚDA;5,96;15:00:00;30/abr/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-20,15361111;-48,055;0;0;405M20016003579;ALUMÍNIO;
26_2021;A SER APURADO - SEM NOME;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;14:30:00;30/abr/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ABALROAMENTO;-0,25833333;-51,35;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
18_2021;BERTOLINI VI;CPNAUS;AGITAC;BRASIL;48;17;18:30:00;24/abr/21;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-3,13583333;-58;0;0;001.019.100-3;AÇO;
18_2021;BELAJA;CPVITO;CPVITO;PANAMÁ;35,048;199,92;05:30:00;01/mai/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-0,58388889;-25,85027778;0;0;SOLAS-IMO 9873280;AÇO;
07_2021;USAIN BOLT -  MAGDA II;DCPJAI;DCPJAI;BRASIL;0;3,05;17:00:00;25/abr/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;3;0;441M2021002315;FIBRA;
06_2021;DUELA II;DCPJAI;DCPJAI;BRASIL;1;12;A SER APURADO;A SER APURADO;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;;;0;0;4430101248;FIBRA;
05_2021;BLACK DIAMOND;DCPJAI;DCPJAI;BRASIL;0,7;9,35;15:19:00;13/fev/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-27,1125;-48,55194444;0;0;4430123462;FIBRA;
