Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA;HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
26_2020;BORARI I – LOP;4;CPBLEM;CPBLEM;BRASIL;96;16,50;18/JUL/2020;9:00;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-2,6;-48,43055556;0;0;0;230066861;AÇO;
24_2020;TOMAS - A SER APURADO;4;CPBLEM;CPBLEM;BRASIL;A SER APURADO;8,2;20/JUN/2020;12:30;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ABALROAMENTO;-1,683333333;-49,40000000;1;0;0;A SER APURADO;MADEIRA;
16_2020;FELICITA – CACAU - FELICITA VI - JUMA I -  TIBÉRIO PESCADOR;1;DLANGR;DLANGR;BRASIL;;4,20;26/JUL/2020;4:20;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-22,92666667;-44,36138889;0;0;0;401M2012016374;FIBRA;
8_2020;THEMIS;7;CPFBRA;CPFBRA;BRASIL;3,0;8,84;25/JUL/2020;14:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-15,81972222;-47,85944444;0;2;0;5210249930;FIBRA;
29_2020;DÁLIA NEGRA;2;CPSALV;CPSALV;BRASIL;13,10;10,53;18/JUL/2020;13:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-12,79805556;-38,45527778;0;0;0;2810247382;FIBRA;
17_2020;FPSO CIDADE DE NITERÓI MV 18;1;CPMCAE;CPMCAE;BAHAMAS;143,166;315;31/JUL/2020;15:05;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;QUEDA DE CARGA E/OU EQUIPAMENTO NA ÁGUA;-22,495;-39,93333333;0;0;0;381E005666;AÇO;
16_2020;SEM NOME;3;CPNATL;CPNATL;BRASIL;A SER APURADO;3;29/JUL/2020;8:00;JANGADA;INTERIOR;PESCA;MOTOR;AVARIA DE MÁQUINAS;-5,564722222;-35,13750000;0;0;0;NÃO INSCRITA;MADEIRA;
16_2020;TQ-02 – TQ-05 – TQ-11 – TQ-13 – TQ-14;8;CPFTPR;CPFTPR;BRASIL;756;59,44;23/JUL/2019;2:15;CHATA;INTERIOR;CARGA;MOTOR;ENCALHE;-22,15222222;-48,75583333;0;0;0;4050126338;AÇO;
29_2020;A SER APURADO;9;CPNAUS;AGNEPE;BRASIL;A SER APURADO;A SER APURADO;21/JUL/2020;6:30;BOTE;A SER APURADA;A SER APURADO;MOTOR;COLISÃO;-7,689722222;-70,04055556;2;0;0;A SER APURADO;ALUMÍNIO;
06_2020;KUKA FRESCA IV;6;CPUMBA;CPUMBA;BRASIL;A SER APURADO;5,90;24/JUL/2020;15:15;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-19,49611111;-57,26027778;1;0;2;481M2010000411;ALUMÍNIO;
22_2020;DIAMANTE;1;CPVITO;CPVITO;BRASIL;5,7;8,6;25/JUL/2020;14:52;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,32388889;-40,34666667;1;4;0;9410463751;FIBRA;
27_2020;PRINCESINHA TAY;2;CPSALV;CPSALV;BRASIL;2,10;6,05;21/JUL/2020;9:10;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-12,88;-38,65833333;0;0;0;2810259224;FIBRA;
02_2020;VENATOR;2;DLSEGU;DLSEGU;POLONIA;A SER APURADO;13,60;15/JUL/2020;14:30;VELEIRO;LONGO-CURSO;ESPORTE E RECREIO;MISTA;ENCALHE;-16,78416667;-39,08472222;0;0;0;A SER APURADO;FIBRA;
10_2020;A SER APURADO;3;CPCEIO;CPCEIO;A SER APURADA;A SER APURADO;A SER APURADO;10/JUL/2020;14:00;A SER APURADO;A SER APURADA;A SER APURADO;A SER APURADO;ACIDENTE DE MERGULHO;-9,695555556;-35,74361111;1;0;0;A SER APURADO;A SER APURADO;
27_2020;SC 44;9;CFPVEL;AGHMTA;BRASIL;80,00;16,15;30/JUL/2020;14:30;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;INCÊNDIO;-5,086666667;-60,36666667;0;0;0;11459891;AÇO;
34-A_2020;KADOSH III – ALEGRIA;8;CPSANT;CPSANT;BRASIL;12;12,25;11/JUL/2020;12:30;LANCHA;LONGO-CURSO;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,82194444;-46,04388889;0;0;0;4418921222;FIBRA;
15_2020;SMIT TARIANA;8;CPAGUA;CPAGUA;BRASIL;663;24;27/JUL/2020;10:00;REBOCADOR;APOIO MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-25,50222222;-48,51611111;0;0;0;9457347;AÇO;
30_2020;BALINA BISPE;9;CPNAUS;CPNAUS;BRASIL;A SER APURADO;3,36;26/JUL/2020;20:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-3,184444444;-60,11583333;0;1;0;001M2019000896;FIBRA;
31_2020;BROTHER 500;4;CPLUIZ;CPLUIZ;BRASIL;34;14,81;26/JUL/2020;9:00;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;;;1;0;0;1610069579;MADEIRA;
32_2020;JULUGA;1;CPRIOJ;CPRIOJ;BRASIL;1,9;6,65;28/JUL/2020;17:37;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-23,01583333;-43,18333333;0;0;0;2210129362;FIBRA;
38-A/2020;OASIS-MEGASTAR;8;CPSANT;CPSANT;BRASIL;0;3,36;27/JUL/2020;13:42;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-24,78444444;-46,56861111;1;1;0;401M2018009092;FIBRA;
16/2020;SÃO JORGE III;1;CPMCAE;AGSJBA;BRASIL;6;9,5;24/JUL/2020;11:40;TRAINEIRA;INTERIOR;PESCA;MOTOR;IMPROPRIEDADE DA EMB PARA O FIM QUE É UTILIZADA;0;;0;0;0;3877041752;MADEIRA;
26_2020;MARINA NETA;1;CPVITO;CPVITO;BRASIL;2,80;9,4;05/AGO/2020;0:30;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-19,87666667;-40,03055556;0;0;0;4430086834;MADEIRA;
06_2020;FF 265;7;CFATOC;CFATOC;BRASIL;5,49;7,82;15/AGO/2020;17:25;LANCHA;LONGO-CURSO;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-10,23166667;-48,37555556;0;0;0;2210165717;FIBRA;
17_2020;O JUSTO VIVE PELA FÉ;1;DLRUCA;DLRUCA;BRASIL;A SER APURADO;5,8;14/AGO/2020;5:30;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,96388889;-43,91000000;0;0;0;381M2017003582;FIBRA;
07_2020;A SER APURADO;1;CFBLELZ;CFBLELZ;BRASIL;A SER APURADO;A SER APURADO;27/JUL/2020;11:40;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;REMO;QUEDA DE PESSOAS NA ÁGUA;;;1;0;0;NÃO INSCRITA;A SER APURADO;
18_2020;MONTE MORIA;3;CPNATL;CPNATL;BRASIL;5;9,88;09/AGO/2020;10:00;BOTE;INTERIOR;PESCA;MOTOR;ACIDENTE DE MERGULHO;-6,588888889;-34,84805556;1;0;0;1810057132;MADEIRA;
39-A/2020;GOOD VIBES;8;CPSANT;CPSANT;BRASIL;2,7;7;13/JUL/2020;9:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,99722222;-46,39000000;0;0;0;4019927341;FIBRA;
27-2020;JEAN FILHO LVIII-GIOVANNA XVI -ISABELE XXXV - ISABELE XXXVI - OUTRAS;4;CPBLEM;CPBLEM;BRASIL;132;21,5;10/AGO/2020;9:20;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,832222222;-50,63194444;0;0;0;10216677;AÇO;
33_2020;MEE V;9;CPNAUS;CPNAUS;BRASIL;9;13,35;30/JUL/2020;2:50;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;COLISÃO;-3,971111111;-63,14472222;0;0;0;11421355;ALUMÍNIO;
23_2020;BERTOLINI CIV-TBL M021- OUTRAS;4;CPBLEM;CPBLEM;BRASIL;93;30,55;21/AGO/2020;6:30;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-2,416666667;-54,48138889;0;0;0;230921434;AÇO;
28_2020;DRAKKAR IX;1;CPVITO;CPVITO;BRASIL;7,3;9,6;23/AGO/2020;3:00;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-20,65333333;-40,47583333;0;0;0;9410114934;FIBRA;
5_2020;CAPRI;3;CPCIFE;CPCIFE;BRASIL;A SER APURADO;11,75;13/AGO/2020;6:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-8,225555556;-34,91666667;0;0;0;2210162815;FIBRA;
10_2020;NOJENTA;5;CFALEG;CFALEG;BRASIL;3;8,06;07/AGO/2020;15:58;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-29,94555556;-51,27888889;0;0;0;4420002948;FIBRA;
9_2020;HAKUNA MATATA IV - TREVO BRANCO;5;CFALEG;CFALEG;BRASIL;2,362;92,57;17/AGO/2020;18:50;NM GRANELEIRO;INTERIOR;CARGA;MOTOR;ABALROAMENTO;-30,60333333;-51,13666667;0;0;0;4620207772;AÇO;
8_2020;SEM NOME;4;CPPARN;CPPARN;BRASIL;NÃO INSCRITA;25,70;25/AGO/2020;8:00;BARCO;A SER APURADA;SEM ATIVIDADE DEFINIDA;MOTOR;ENCALHE;-2,920555556;-41,32833333;0;0;0;NÃO INSCRITA;MADEIRA;POSSUI
14_2020;DOM MANOEL XVIII;5;CPFPOL;CPFPOL;BRASIL;97;7,15;26/AGO/2020;1:00;BARCO;CABOTAGEM;PESCA;MOTOR;ENCALHE;-27,8025;-48,57972222;0;0;0;4430091340;MADEIRA;NÃO POSSUI
24_2020;SEM NOME;4;CPLUIZ;CPLUIZ;BRASIL;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADA;A SER APURADO;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;0,916666667;-44,23333333;0;0;1;A SER APURADO;A SER APURADO;
09_2020;IGOR;7;CPFBRA;CPFBRA;BRASIL;MIUDA;3,36;A SER APURADO;A SER APURADO;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;EXPOR A RISCO;;;0;0;0;521M2015003997;FIBRA;
17_2020;Francielly;5;CPGRAN;CPGRAN;BRASIL;9,10;10,95;27/JUL/2020;22:30;OUTRAS EMBARCAÇÕES;INTERIOR;PESCA;MOTOR;MORTE DE PESSOA;-31,44444444;-51,75000000;1;0;0;4610098199;MADEIRA;NÃO POSSUI
10_2020;PREMIUM;7;CPFBRA;CPFBRA;BRASIL;5;9,77;01/AGO/2020;9:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-15,81972222;-47,85944444;1;0;0;5210237001;FIBRA;
25_2020;PETREL;1;CPVITO;CPVITO;BRASIL;10,30;10,44;29/JUL/2020;14:25;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-21,21083333;-39,95000000;0;0;0;3410235752;MADEIRA;NÃO POSSUI
11_2020;FAISCA VI -   CAYMI I;3;CPCEIO;AGNEDO;BRASIL;A SER APURADO;3,37;21/AGO/2020;12:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-9,542777778;-37,90527778;0;0;0                         261M2013000217;;FIBRA;
18_2020;NM AQUITANIA;5;CPGRAN;CPGRAN;SINGAPURA;24,166;179,95;25/AGO/2020;10:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE DE MERGULHO;-32,03611111;-52,07583333;0;1;0;SOLAS - IMO 9611278;AÇO;
35_2020;VIP 3;4;CPLUIZ;CPLUIZ;BRASIL;A SER APURADO;A SER APURADO;23/AGO/2020;12:00;BARCO;INTERIOR;PESCA;MOTOR;AVARIA DE MÁQUINAS;-2,504166667;-44,31888889;0;0;0;NÃO INSCRITA;MADEIRA;
32_2020;SEM MOME;4;CPLUIZ;AGIMPE;BRASIL;A SER APURADO;5,00;18/AGO/2020;13:00;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-6,869722222;-47,81861111;1;0;0;NÃO INSCRITA;ALUMÍNIO;
33_2020;YUAN ZHUO HAI;4;CPLUIZ;CPLUIZ;SINGAPURA;201,989;360;21/AGO/2020;16:41;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-2,565833333;-44,37805556;0;0;0;SOLAS - IMO 396657;AÇO;
34_2020;SÃO PEDRO;4;CPLUIZ;CPLUIZ;BRASIL;48,00;24,0;20/AGO/2020;9:00;BARCO;INTERIOR;PESCA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-2,673333333;-44,25833333;0;0;0                               210298685;;MADEIRA;
22_2020;SEM MOME;4;CFAREM;CFAREM;BRASIL;A SER APURADO;A SER APURADO;14/AGO/2020;21:00;CANOA;INTERIOR;PASSAGEIRO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-1,933888889;-53,92444444;0;0;1;NÃO INSCRITA;MADEIRA;
16_2020;BIRDIE TRADER;8;CPAGUA;CPAGUA;FILIPINAS;11,729;145,0;21/AGO/2020;16:54;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-25,49527778;-48,90027778;0;0;0;SOLAS - IMO 9724099;AÇO;
19_2020;Louko do Rio;8;CPFTPR;CPFTPR;BRASIL;MIUDA;5,8;22/AGO/2020;6:30;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-33,40055556;-44,32500000;0;0;0                         405M2016006101;;ALUMÍNIO;
;SEM NOME;8;CPFOZU;CPFOZU;BRASIL;A SER APURADO;5,5;02/AGO/2020;19:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-25,48944444;-54,60083333;0;0;0;A SER APURADO;ALUMÍNIO;
17_2020;Guelfi;8;CPFTPR;CPFTPR;BRASIL;0,36;6,2;01/AGO/2020;14:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,31388889;-48,72972222;0;0;0;4039129601;FIBRA;
;CRAZY FLY;4;CFAREM;CFAREM;BRASIL;0,9;6,25;27/JUL/2020;14:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-2,416666667;-54,72833333;0;0;0;4620788988;FIBRA;
33_2020;ARKI;1;CPRIOJ;CPRIOJ;PANAMÁ;17,986;170,7;05/AGO/2020;11:20;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-22,89361111;-43,21472222;0;0;0;SOLAS-IMO;AÇO;
06_2020;IGOR I;8;DLPREP;DLPREP;BRASIL;MIUDA;6,0;06/AGO/2020;15:09;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ADERNAMENTO;-21,33888889;-51,85222222;1;0;0;402M2002001141;ALUMÍNIO;
08_2020;BLESSED;5;CFALEG;CFALEG;BRASIL;0;3,35;06/AGO/2020;21:15;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-30,00805556;-51,25000000;1;0;0;462M2018000583;FIBRA;
17_2020;STORVIKEN;1;DLANGR;DLANGR;BAHAMAS;82,647;274,0;05/AGO/2020;15:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-23,06611111;-44,23000000;0;0;0;SOLAS-IMO 403E000742;AÇO;
27_2020;MG SAKURA;1;CPVITO;CPVITO;NASSAU;45,264;223,42;16/AGO/2020;12:20;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-20,30527778;-40,15333333;0;1;0;SOLA-IMO 9782209;AÇO;
35_2020;SEM NOME;1;CPRIOJ;CPRIOJ;BRASIL;NÃO INSCRITA;A SER APURADO;08/AGO/2020;17:00;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-22,88694444;-43,13555556;0;0;0;NÃO INSCRITA;A SER APURADO;
05_2020;DEUS É FIEL II;7;CFATOC;CFATOC;BRASIL;245;54,3;06/AGO/2020;19:51;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;QUEDA DE VEÍCULO NA ÁGUA;-9,234444444;-49,96583333;0;0;0;4019975868;AÇO;
21_2020;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;02/AGO/2020;22:00;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-1,922222222;-55,51527778;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
17_2020;SEM NOME;3;CPNATL;AGBRAN;BRASIL;NÃO INSCRITA;A SER APURADO;01/AGO/2020;6:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-5,697777778;-37,24472222;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
28_2020;HB PIRARUCU - HB 147502 -  HB 147508 - OUTRAS EMBARCAÇÕES;4;CPBLEM;CPBLEM;BRASIL;1,288;39,6;11/AGO/2020;13:00;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-1,750555556;-50,52694444;0;0;0;230937624;AÇO;NÃO POSSUI
07_2020;SEM NOME;7;CFATOC;CFATOC;BRASIL;A SER APURADO;7;16/AGO/2020;11:30;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-8,853333333;-49,61444444;1;0;0;A SER APURADO;ALUMÍNIO;
13_2020;BONANÇA;5;CPFPOL;CPFPOL;BRASIL;0;7,95;22/AGO/2020;2:55;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-27,33444444;-48,40305556;1;0;0;441M2012005756;MADEIRA;NÃO POSSUI
40-A_2020;ELENA TOPIC;8;CPSANT;CPSANT;ILHAS MASHALL;17,663;176,63;27/JUL/2020;5:10;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;;;0;0;0;SOLAS-IMO 9310604;AÇO;
30_2020;SEM NOME;2;CPSALV;CPSALV;BRASIL;NÃO INSCRITA;4,5;15/AGO/2020;5:40;OUTRAS EMBARCAÇÕES;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;-12,82222222;-38,21777778;0;0;0;NÃO INSCRITA;FIBRA;
18_2020;Tietê III - Paraná III - Paraná VI;8;CPFTPR;CPFTPR;BRASIL;92;17,15;14/AGO/2020;12:30;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;;;0;0;0;4050182378;AÇO;
19_2020;NETINHO;3;CPNATL;CPNATL;BRASIL;2;7,4;18/AGO/2020;11:00;BOTE;CABOTAGEM;PESCA;MOTOR;ACIDENTE DE MERGULHO;-5,957222222;-35,03527778;0;0;0;1810047609;MADEIRA;NÃO POSSUI
17_2020;SIBULK TRADITION;8;CPAGUA;CPAGUA;PANAMÁ;30,018;189;27/AGO/2020;23:50;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-25,60416667;-48,09833333;0;0;0;SOLAS-IMO 9442902;AÇO;
32_2020;SEM NOME;9;CPNAUS;AGTIAC;BRASIL;NÃO INSCRITA;A SER APURADO;14/AGO/2020;3:30;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-3,063055556;-57,72250000;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
18_2020;MAR AZUL- MONSTROS SA;8;CPAGUA;CPAGUA;BRASIL;3,3;1,4;07/SET/2020;20:00;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,16166667;-49,70027778;0;0;0;4019901309;FIBRA;
35_2020;SEM NOME;9;CPNAUS;AGTIAC;BRASIL;NÃO INSCRITA;15;06/SET/2020;4:30;FLUTUANTE;INTERIOR;SEM ATIVIDADE DEFINIDA;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-4,436944444;-59,80361111;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
19_2020;SEM NOME;1;DLRUCA;DLRUCA;BRASIL;NÃO INSCRITA;1,5;29/AGO/2020;20:00;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;REMO;NAUFRÁGIO;-22,96027778;-44,04972222;1;0;0;NÃO INSCRITA;FIBRA;
06_2020;COMTE WANDER - DONA DEUZALINA - MEDIÇÃO I;9;CFINGA;CFINGA;BRASIL;41;13,8;06/JUN/2020;22:00;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-4,246388889;-69,94583333;0;0;0;001-021285-0;AÇO;
44-A_2020;VÔ DIDO;8;CPSANT;CPSANT;BRASIL;NÃO INSCRITA;A SER APURADO;A SER APURADO;A SER APURADO;OUTRAS EMBARCAÇÕES;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;DERIVA DA EMBARCAÇÃO;-24,61694444;-47,31861111;0;0;0;NÃO INSCRITA;A SER APURADO;
8_2020;SEM NOME;7;CFATOC;CFATOC;BRASIL;0;5;30/AGO/2020;13:00;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;;;1;0;0;NÃO INSCRITA;ALUMÍNIO;
29_2020;ANA MARQUES;4;CPBLEM;CPBLEM;BRASIL;1,578;64,02;10/SET/2020;16:30;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,353333333;-50,81277778;1;0;0;230937799;AÇO;
03_2020;KUBANACAN I;3;CPSSOA;CPSSOA;BRASIL;42;19,62;19/AGO/2020;0:30;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-7,025555556;-34,01833333;0;0;0;2010080769;FIBRA;
18_2020;CARNEIRO DE ANGRA;1;DLRUCA;DLRUCA;BRASIL;10;13;17/AGO/2020;22:20;TRAINEIRA;INTERIOR;PESCA;MOTOR;ENCALHE;-23,15972222;-43,87166667;0;0;0;4030127975;MADEIRA;NÃO POSSUI
007_2020;SEM NOME;9;CFINGA;CFINGA;BRASIL;NÃO INSCRITA;A SER APURADO;16/AGO/2020;4:02;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ABALROAMENTO;-4,385;-70,93472222;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
08_2020;EAGLE PARAIBA - CEPHEUS;8;DLTIAO;DLTIAO;MALÁSIA;62,912;244,75;20/AGO/2020;2:40;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;RUPTURA DE CABOS;0;;0;0;0;SOLAS-IMO 334438;AÇO;
50-A_2020;JACK SPARROW;8;CPSANT;CPSANT;BRASIL;0;3,35;12/SET/2020;17:10;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;-46,21888889;0;0;0;401M2015001041;FIBRA;
49-A_2020;SANUM;8;CPSANT;CPSANT;BRASIL;3,20;7,8;12/SET/2020;18:57;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;VELA;DERIVA DA EMBARCAÇÃO;-24,09222222;-46,23444444;0;0;0;3810420476;FIBRA;
29_2020;ULTRA EXCELLENCE;1;CPVITO;CPVITO;PANAMÁ;34,769;199,98;13/SET/2020;16:50;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-20,32861111;-40,22750000;0;0;0;SOLAS-IMO 9767493;AÇO;
29_2020;SEM NOME;9;CFPVEL;CFPVEL;BRASIL;A SER APURADO;A SER APURADO;06/SET/2020;6:00;A SER APURADO;INTERIOR;SEM ATIVIDADE DEFINIDA;A SER APURADO;NAUFRÁGIO;-11,00666667;-62,06111111;1;0;0;A SER APURADO;A SER APURADO;A SER APURADO
23_2020;EMILENE;1;DLANGR;DLANGR;BRASIL;0;8;A SER APURADO;A SER APURADO;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-23,13666667;-44,32472222;0;0;0;3822933643;MADEIRA;NÃO POSSUI
37_2020;SEM NOME;4;CPLUIZ;AGIMPE;BRASIL;NÃO INSCRITA;6;15/SET/2020;2:30;CANOA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-6,439444444;-47,43055556;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
39_2020;PETROBRAS 69;1;CPRIOJ;CPRIOJ;LIBÉRIA;155,851;288;18/SET/2020;5:54;PLATAFORMA;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;INCÊNDIO;-25,65777778;-42,85916667;0;0;0;382E000480;AÇO;
6_2020;SEM NOME;8;DLGUAI;DLGUAI;BRASIL;NÃO INSCRITA;6;20/AGO/2020;19:00;BOTE;INTERIOR;A SER APURADO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-24,27138889;-54,27805556;0;0;1;NÃO INSCRITA;ALUMÍNIO;
7_2020;VÉINHO ROSSI;8;DLGUAI;DLGUAI;BRASIL;MIUDA;5,85;26/AGO/2020;6:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-22,73888889;-53,26750000;1;0;0;962M2012008273;ALUMÍNIO;
8_2020;SEM NOME;8;DLGUAI;DLGUAI;BRASIL;MIUDA;A SER APURADO;07/SET/2020;6:00;A SER APURADO;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-0,185277778;-51,32500000;0;0;1;NÃO INSCRITA;FIBRA;
36_2020;JUVILU;4;CPLUIZ;AGIMPE;BRASIL;A SER APURADO;6;12/SET/2020;3:00;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;1;0;0;127M2013001867;ALUMÍNIO;
30_2020;INTERLINK AUDACITY;1;CPVITO;CPVITO;ILHAS MASHALL;24,940;179,9;12/SET/2020;22:25;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;FUNDEAR EM LOCAL PROIBIDO QUE POSSA PROVOCAR DANOS;-20,39583333;-40,25250000;0;0;0;SOLAS-IMO 9754094;AÇO;
